Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved LH,Rank TPM
NMAR_RS07910,Nmar_1478,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,0.28,0.128202307,142.0262063,162.6754909,7.09,7.334888556,76G-FAM001684,Thaumi_prot_LH_FAM000041,Y,N,NV+NF+NM,NV+NF+NM,246
NMAR_RS02890,Nmar_0541,nucleotidyltransferase family protein,0.28,0.387849823,13.59387771,15.53521215,3.67,3.949733514,76G-FAM000731_0,Thaumi_prot_LH_FAM000286,Y,N,NV+NF+NM,NV+NF+NM,1126
NMAR_RS08130,Nmar_1516,vWA domain-containing protein,0.27,0.123850707,19.69080473,23.40139934,4.25,4.540299497,76G-FAM007453,Thaumi_prot_LH_FAM000062,N,Y,NV+NF+NM,NV+NF+NM,907
NMAR_RS01735,Nmar_0326,hypothetical protein,0.27,0.354947205,14.08257791,20.00909304,3.75,4.290624611,76G-FAM008209,Thaumi_prot_LH_FAM000879,N,Y,NM,NM,1105
NMAR_RS07560,Nmar_1412,translation initiation factor IF-2,0.27,0.12407803,67.23077435,78.1837843,6.02,6.275112281,76G-FAM000891,Thaumi_prot_LH_FAM000447,Y,N,NV+NF+NM,NV+NF+NM,432
NMAR_RS06300,Nmar_1172,HTTM domain-containing protein,0.27,0.522390923,13.05231037,11.07954177,3.48,3.453039161,76G-FAM028474,Thaumi_prot_LH_FAM006590,N,Y,NM,NM,1159
NMAR_RS01270,Nmar_0241,hypothetical protein,0.27,0.229670541,27.50956147,32.18608302,4.75,4.997124959,76G-FAM008198,Thaumi_prot_LH_FAM000963,N,Y,NM,NM,772
NMAR_RS09925,Nmar_0558,trans-sialidase,0.27,0.223791683,3482.271374,4076.651729,11.75,11.99054707,76G-FAM008250,#N/A,N,Y,NM,NA,30
NMAR_RS06350,Nmar_R0031,tRNA-Thr,0.27,0.802500775,25.28679946,18.55752933,#NUM!,4.118423847,#N/A,#N/A,#N/A,#N/A,NA,NA,803
NMAR_RS05535,Nmar_1031,hypothetical protein,0.27,0.526188522,11.75618113,12.61441761,3.54,3.648180926,76G-FAM008411,Thaumi_prot_LH_FAM000267,N,Y,NV+NM,NV+NM,1215
NMAR_RS04690,Nmar_0877,helix-turn-helix domain-containing protein,0.27,0.749876122,4.760231507,4.220642268,2.04,1.817123572,76G-FAM008365,Thaumi_prot_LH_FAM000679,N,Y,NV+NF+NM,NV+NF+NM,1599
NMAR_RS00310,Nmar_0060,aspartate/glutamate racemase family protein,0.27,0.774311207,1.809368655,2.453974617,-0.02,1.28146236,76G-FAM007569,Thaumi_prot_LH_FAM001207,N,Y,NV+NF+NM,NV+NF+NM,1841
NMAR_RS04000,Nmar_0749,hypothetical protein,0.27,0.503828535,6.668357123,8.288867818,2.71,3.002549749,76G-FAM008325,Thaumi_prot_LH_FAM001939,N,Y,NM,NM,1485
NMAR_RS09880,Nmar_1637,plastocyanin/azurin family copper-binding protein,0.26,0.425183882,5.351103197,6.303276837,2.34,2.644675558,76G-FAM008942,Thaumi_prot_LH_FAM002136,N,Y,NM,NM,1569
NMAR_RS06115,Nmar_1139,hypothetical protein,0.26,0.879665414,1.307183962,2.020692192,#NUM!,0.934863306,76G-FAM008168,Thaumi_prot_LH_FAM001072,N,Y,NM,NM,1886
NMAR_RS08560,Nmar_1600,hypothetical protein,0.26,0.452354422,13.78878473,16.03360315,3.69,3.951289771,76G-FAM003356,Thaumi_prot_LH_FAM000977,N,N,NV+NF+NM,NV+NF+NM,1118
NMAR_RS05625,Nmar_1048,sulfite exporter TauE/SafE family protein,0.26,0.581701756,4.601609466,6.121988373,2.19,2.543471078,76G-FAM001671,Thaumi_prot_LH_FAM000640,N,Y,NV+NF+NM,NV+NF+NM,1612
NMAR_RS00410,Nmar_0079,"cobyrinate a,c-diamide synthase",0.26,0.510068149,4.247769828,4.75746177,1.93,2.231977954,76G-FAM001990,Thaumi_prot_LH_FAM001118,N,Y,NV+NF+NM,NV+NF+NM,1633
NMAR_RS08745,Nmar_1636,hypothetical protein,0.26,0.561273021,2.975962032,3.786858597,1.5,1.865687522,76G-FAM008131,Thaumi_prot_LH_FAM001006,N,Y,NV+NM,NV+NM,1743
NMAR_RS04540,Nmar_0850,adenylate/guanylate cyclase domain-containing protein,0.26,0.301710791,17.4966217,21.17322666,4.09,4.389581482,76G-FAM007408,Thaumi_prot_LH_FAM000452,N,Y,NV+NF+NM,NV+NF+NM,979
NMAR_RS09355,0,C2H2-type zinc finger protein,0.26,0.887710208,4.680750308,1.157506509,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM000270,#N/A,#N/A,NA,NV+NF+NM,1603
NMAR_RS06590,Nmar_1226,plastocyanin/azurin family copper-binding protein,0.26,0.058172264,308.3742283,366.4233711,8.24,8.515177356,76G-FAM007558,Thaumi_prot_LH_FAM000352,N,Y,NV+NF+NM,NV+NF+NM,127
NMAR_RS00500,Nmar_0096,molecular chaperone DnaK,0.26,0.03004335,96.20175536,114.182852,6.54,6.822917751,76G-FAM000819,Thaumi_prot_LH_FAM001131,N,N,NV+NF+NM,NV+NF+NM,331
NMAR_RS01250,Nmar_0238,ferredoxin family protein,0.26,0.136627314,536.8866425,626.7965859,9,9.274471892,76G-FAM000562_0,Thaumi_prot_LH_FAM000965,Y,N,NV+NF+NM,NV+NF+NM,78
NMAR_RS05205,Nmar_0972,DUF432 domain-containing protein,0.26,0.519059478,12.74183382,14.59835059,3.44,3.856006762,76G-FAM008648,Thaumi_prot_LH_FAM002009,N,Y,NM,NM,1171
NMAR_RS02125,Nmar_0396,signal recognition particle-docking protein FtsY,0.26,0.355132981,6.078426356,6.982630454,2.54,2.795122931,76G-FAM000935,Thaumi_prot_LH_FAM000210,N,N,NF+NM,NV+NF+NM,1524
NMAR_RS03055,Nmar_0570,DNA-3-methyladenine glycosylase I,0.25,0.825413859,1.653324176,1.923778518,0.66,0.584594047,76G-FAM003530,Thaumi_prot_LH_FAM001896,N,N,NM,NM,1856
NMAR_RS06845,Nmar_1277,DsrE family protein,0.25,0.585282381,16.03355615,16.71194777,3.91,4.028861342,76G-FAM007592,Thaumi_prot_LH_FAM002081,N,Y,NM,NM,1034
NMAR_RS04020,Nmar_0753,hypothetical protein,0.25,0.803794628,3.433993427,5.099627787,1.44,2.036089369,76G-FAM008329,Thaumi_prot_LH_FAM001943,N,Y,NM,NM,1704
NMAR_RS05525,Nmar_1029,hypothetical protein,0.25,0.671599942,6.094296384,4.331865761,2.38,2.055384681,76G-FAM008120,Thaumi_prot_LH_FAM002029,N,Y,NM,NM,1522
NMAR_RS00010,Nmar_0002,DNA-directed DNA polymerase II small subunit,0.25,0.192943237,21.66045485,24.24005336,4.35,4.586407664,76G-FAM000593,Thaumi_prot_LH_FAM001039,N,N,NV+NF+NM,NV+NF+NM,870
NMAR_RS00350,Nmar_0068,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,0.25,0.904192293,0.525216941,0.47923524,#NUM!,#NUM!,76G-FAM007445,Thaumi_prot_LH_FAM001107,Y,Y,NV+NF+NM,NV+NF+NM,1938
NMAR_RS09280,Nmar_1736,"5,6-dimethylbenzimidazole synthase",0.25,0.415911718,11.78212769,13.91277752,3.52,3.757863188,76G-FAM000660_1,Thaumi_prot_LH_FAM000862,N,Y,NV+NF+NM,NV+NF+NM,1212
NMAR_RS01375,Nmar_0260,succinate dehydrogenase/fumarate reductase,0.25,0.581701756,14.6565008,18.76640184,3.84,4.214936791,76G-FAM000178,Thaumi_prot_LH_FAM000951,Y,N,NV+NF+NM,NV+NF+NM,1084
NMAR_RS07035,Nmar_1315,class I SAM-dependent methyltransferase,0.25,0.259409173,19.77182624,22.85023872,4.27,4.493426368,76G-FAM000835,Thaumi_prot_LH_FAM000102,Y,N,NV+NF+NM,NV+NF+NM,906
NMAR_RS05565,Nmar_1036,hypothetical protein,0.25,0.301710791,327.5558106,396.3962287,8.32,8.580083338,76G-FAM008412,Thaumi_prot_LH_FAM000567,N,Y,NM,NM,120
NMAR_RS05570,Nmar_1037,ATP-dependent DNA ligase,0.25,0.332068585,5.827423943,6.698824643,2.48,2.734142556,76G-FAM000239,Thaumi_prot_LH_FAM000566,N,N,NV+NF+NM,NV+NF+NM,1538
NMAR_RS00525,Nmar_0100,Glu-tRNA(Gln) amidotransferase subunit GatD,0.25,0.134913105,25.86689737,29.80230742,4.64,4.893124277,76G-FAM000382,Thaumi_prot_LH_FAM001136,N,N,NV+NF+NM,NV+NF+NM,793
NMAR_RS05870,Nmar_1096,DUF3179 domain-containing protein,0.25,0.290306955,18.28206295,20.75103703,4.12,4.355819281,76G-FAM007566,Thaumi_prot_LH_FAM002040,N,Y,NV+NM,NV+NM,955
NMAR_RS06420,0,hypothetical protein,0.25,0.720811669,2.521267349,3.282651681,1.15,1.612607647,#N/A,Thaumi_prot_LH_FAM000339,#N/A,#N/A,NA,NM,1782
NMAR_RS02340,Nmar_0438,tetratricopeptide repeat protein,0.24,0.749769798,4.265857429,5.176829395,1.83,2.271687959,76G-FAM008736,Thaumi_prot_LH_FAM001406,N,Y,NM,NM,1632
NMAR_RS08905,Nmar_1666,kelch repeat-containing protein,0.24,0.233909702,29.93907887,35.13954819,4.86,5.122439954,76G-FAM002762,Thaumi_prot_LH_FAM002047,N,N,NV+NF+NM,NV+NF+NM,740
NMAR_RS00340,Nmar_0066,DNA primase small subunit domain-containing protein,0.24,0.693245537,2.475258268,3.454882889,1.28,1.762471455,76G-FAM000211,Thaumi_prot_LH_FAM001105,Y,N,NV+NF+NM,NV+NF+NM,1784
NMAR_RS09540,Nmar_1786,SDR family oxidoreductase,0.24,0.338570706,31.32702079,36.03230312,4.89,5.160518028,76G-FAM000690_0,Thaumi_prot_LH_FAM000716_0,Y,N,NV+NF+NM,NV+NF+NM,717
NMAR_RS02835,Nmar_0530,diphthine--ammonia ligase,0.23,0.43922758,10.25597104,11.81430365,3.3,3.534042089,76G-FAM000760,Thaumi_prot_LH_FAM000275,N,N,NV+NF+NM,NV+NF+NM,1286
NMAR_RS00965,Nmar_0187,hypothetical protein,0.23,0.441325217,29.72246347,37.98508866,4.84,5.209956016,76G-FAM003390,Thaumi_prot_LH_FAM001149,N,N,NM,NM,744
NMAR_RS05025,Nmar_0938,prenyltransferase,0.23,0.570419398,10.69158614,11.76414528,3.18,3.540024189,76G-FAM002002,Thaumi_prot_LH_FAM000635,Y,N,NV+NF+NM,NV+NF+NM,1272
NMAR_RS09595,Nmar_1797,winged helix DNA-binding protein,0.23,0.30052775,105.8497603,129.4137689,6.69,6.973449936,76G-FAM008159,Thaumi_prot_LH_FAM001035,N,Y,NV+NM,NV+NM,307
NMAR_RS04665,Nmar_0872,formate--phosphoribosylaminoimidazolecarboxamide ligase,0.23,0.295251476,27.22078809,30.5587434,4.68,4.906619221,76G-FAM000396_0,Thaumi_prot_LH_FAM000144,Y,N,NV+NF+NM,NV+NF+NM,775
NMAR_RS04115,Nmar_0769,hypothetical protein,0.23,0.622286998,9.39578768,13.79273125,3.21,3.679959561,76G-FAM008339,Thaumi_prot_LH_FAM001952,N,Y,NM,NM,1338
NMAR_RS08850,Nmar_1656,CopG family ribbon-helix-helix protein,0.23,0.696709394,8.340311621,9.886306816,2.9,3.201595637,76G-FAM002277,Thaumi_prot_LH_FAM000579,Y,N,NV+NF+NM,NV+NF+NM,1390
NMAR_RS02140,Nmar_0399,30S ribosomal protein S5,0.23,0.286068793,53.78006764,65.44222885,5.66,6.004852779,76G-FAM000582,Thaumi_prot_LH_FAM000207,Y,N,NV+NF+NM,NV+NF+NM,509
NMAR_RS08135,Nmar_1517,pyridoxal-phosphate dependent enzyme,0.23,0.178609018,57.12908918,66.93765104,5.74,6.048629661,76G-FAM003778,Thaumi_prot_LH_FAM000061,N,N,NV+NM,NV+NM,490
NMAR_RS06530,Nmar_1214,AAA family ATPase,0.23,0.313805537,16.26312707,19.45528294,3.95,4.272138539,76G-FAM028480,Thaumi_prot_LH_FAM006596,N,Y,NM,NM,1020
NMAR_RS03640,Nmar_0680,rhodanese-like domain-containing protein,0.23,0.176153214,105.9380783,122.3313481,6.65,6.926378747,76G-FAM001528_0,Thaumi_prot_LH_FAM000233_0,Y,N,NV+NF+NM,NV+NF+NM,306
NMAR_RS04900,Nmar_0915,tryptophan synthase subunit beta,0.23,0.176153214,34.25663242,41.32079882,5.05,5.354545167,76G-FAM001728,Thaumi_prot_LH_FAM000687,Y,N,NV+NF+NM,NV+NF+NM,683
NMAR_RS06470,Nmar_1202,response regulator,0.23,0.713033379,7.202558363,5.080766616,2.73,2.319187832,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,NV+NF+NM,NV+NF+NM,1450
NMAR_RS08170,Nmar_1524,Lrp/AsnC ligand binding domain-containing protein,0.23,0.229670541,563.4832846,681.0626762,9.06,9.397481088,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,NV+NF+NM,NV+NF+NM,75
NMAR_RS07020,Nmar_1312,Glu/Leu/Phe/Val dehydrogenase,0.23,0.047588699,353.0259929,424.6145701,8.41,8.727799605,76G-FAM000812,Thaumi_prot_LH_FAM000100,Y,N,NV+NF+NM,NV+NF+NM,112
NMAR_RS04970,Nmar_0928,deoxyhypusine synthase,0.22,0.586719045,11.07640299,8.53698156,3.37,3.083941688,76G-FAM007947,Thaumi_prot_LH_FAM000150,Y,Y,NV+NF+NM,NV+NF+NM,1253
NMAR_RS04710,Nmar_0881,thioredoxin domain-containing protein,0.22,0.509746691,8.611065831,10.45806805,3.09,3.379768494,76G-FAM004903_0,Thaumi_prot_LH_FAM000133_0,N,N,NV+NF+NM,NV+NF+NM,1371
NMAR_RS03600,Nmar_0672,thioredoxin-disulfide reductase,0.22,0.126240625,50.28018675,60.06385727,5.62,5.906584939,76G-FAM000569_0,Thaumi_prot_LH_FAM000236,Y,N,NV+NF+NM,NV+NF+NM,536
NMAR_RS05380,Nmar_1005,ion transporter,0.22,0.477659452,11.56032929,14.65497594,3.47,3.854854043,76G-FAM008637,Thaumi_prot_LH_FAM002019,N,Y,NM,NM,1226
NMAR_RS09050,Nmar_1692,V-type ATP synthase subunit E,0.22,0.277024455,156.6661535,187.5292383,7.19,7.53725571,76G-FAM007610,Thaumi_prot_LH_FAM000806,N,Y,NV+NM,NV+NM,220
NMAR_RS07590,Nmar_1419,hypothetical protein,0.22,0.295251476,71.11519275,87.34376075,6.13,6.412392669,76G-FAM002642,Thaumi_prot_LH_FAM000815,Y,N,NV+NF+NM,NV+NF+NM,411
NMAR_RS05995,Nmar_1119,phosphoribosylamine--glycine ligase,0.22,0.45393081,12.44613696,13.49373174,3.6,3.717565823,76G-FAM002766,Thaumi_prot_LH_FAM000076,N,N,NV+NF+NM,NV+NF+NM,1180
NMAR_RS01255,Nmar_0239,ferredoxin family protein,0.22,0.094667654,4776.926877,5857.710884,12.18,12.50978112,76G-FAM000562_0,Thaumi_prot_LH_FAM000965,Y,N,NV+NF+NM,NV+NF+NM,22
NMAR_RS07730,Nmar_1445,hypothetical protein,0.22,0.32775037,65.22637528,74.14327032,5.95,6.206766317,76G-FAM007767,Thaumi_prot_LH_FAM000597,N,Y,NV+NM,NV+NM,446
NMAR_RS04075,Nmar_0762,hypothetical protein,0.21,0.763786814,6.146616421,6.983672021,2.56,2.60918826,76G-FAM008336,Thaumi_prot_LH_FAM001554,N,Y,NV+NF+NM,NV+NF+NM,1515
NMAR_RS06960,Nmar_1300,universal stress protein,0.21,0.415479124,39.43701099,46.45776891,5.22,5.524994479,76G-FAM008594,Thaumi_prot_LH_FAM002083,N,Y,NM,NM,627
NMAR_RS08220,Nmar_1534,redox-regulated ATPase YchF,0.21,0.445720356,18.47030122,22.49665577,4.16,4.449265022,76G-FAM000229_0,Thaumi_prot_LH_FAM000729,Y,N,NV+NF+NM,NV+NF+NM,948
NMAR_RS02085,Nmar_0388,MGMT family protein,0.21,0.55341781,21.09173711,23.4702189,4.25,4.520974503,76G-FAM003498,Thaumi_prot_LH_FAM000217,Y,N,NV+NF+NM,NV+NF+NM,878
NMAR_RS10030,0,hypothetical protein,0.21,0.568588209,17.73922538,18.23944228,3.94,4.108748399,#N/A,#N/A,#N/A,#N/A,NA,NA,971
NMAR_RS03530,0,hypothetical protein,0.21,0.81406096,40.64943833,46.21515822,5.3,5.215069601,#N/A,Thaumi_prot_LH_FAM006561,#N/A,#N/A,NA,NM,611
NMAR_RS00140,Nmar_0026,SDR family NAD(P)-dependent oxidoreductase,0.21,0.637467651,16.77052323,23.09486279,4,4.525220812,76G-FAM000690_0,Thaumi_prot_LH_FAM000716_0,Y,N,NV+NF+NM,NV+NF+NM,1003
NMAR_RS04785,Nmar_0895,hypothetical protein,0.21,0.685380732,5.067644577,6.591734065,2.31,2.659516617,76G-FAM008374,Thaumi_prot_LH_FAM001985,N,Y,NM,NM,1577
NMAR_RS09440,Nmar_1767,J domain-containing protein,0.21,0.580973079,13.28642652,16.47548437,3.67,3.977547739,76G-FAM008154,Thaumi_prot_LH_FAM000500,N,Y,NM,NM,1145
NMAR_RS07380,Nmar_1377,tyrosine-type recombinase/integrase,0.21,0.428385469,12.03000654,15.5192101,3.56,3.903672141,76G-FAM008932,Thaumi_prot_LH_FAM000096,N,Y,NM,NM,1206
NMAR_RS01890,Nmar_R0016,tRNA-Gln,0.21,0.802500775,14.15888449,9.951546501,3.55,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,NA,1101
NMAR_RS02880,Nmar_0539,hypothetical protein,0.21,0.386626835,37.07937909,40.45860944,5.18,5.320991732,76G-FAM007456,Thaumi_prot_LH_FAM000284,Y,Y,NV+NF+NM,NV+NF+NM,657
NMAR_RS05860,Nmar_1094,PPOX class F420-dependent oxidoreductase,0.21,0.610431994,12.79672797,14.32952702,3.51,3.817472466,76G-FAM002840,Thaumi_prot_LH_FAM000181,N,N,NV+NF+NM,NV+NF+NM,1168
NMAR_RS07600,Nmar_1421,hypothetical protein,0.21,0.386626835,24.59590424,31.89320601,4.6,4.974771896,76G-FAM007510,Thaumi_prot_LH_FAM000813,N,Y,NV+NM,NV+NM,816
NMAR_RS09205,Nmar_1722,methyltransferase domain-containing protein,0.21,0.682701896,3.841730703,4.430938314,1.88,2.070337594,76G-FAM008142,Thaumi_prot_LH_FAM000831,N,Y,NV+NM,NV+NM,1662
NMAR_RS02220,Nmar_0414,2-oxoacid:ferredoxin oxidoreductase subunit beta,0.21,0.275697518,43.02081743,53.7781635,5.39,5.739680991,76G-FAM000602,Thaumi_prot_LH_FAM000191,N,N,NV+NF+NM,NV+NF+NM,585
NMAR_RS07085,Nmar_1324,tyrosine-type recombinase/integrase,0.21,0.357287865,38.32983437,47.18601969,5.22,5.534543012,76G-FAM008719,Thaumi_prot_LH_FAM002085,N,Y,NM,NM,642
NMAR_RS00375,Nmar_0072,translation initiation factor IF-2 subunit gamma,0.21,0.156434908,59.96214573,74.25426888,5.87,6.213137247,76G-FAM000461,Thaumi_prot_LH_FAM001110,Y,N,NV+NF+NM,NV+NF+NM,472
NMAR_RS06445,Nmar_1197,Lrp/AsnC ligand binding domain-containing protein,0.21,0.836531454,1.553888445,2.607655488,#NUM!,1.041838278,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,NV+NF+NM,NV+NF+NM,1863
NMAR_RS03380,Nmar_0631,NAD(P)/FAD-dependent oxidoreductase,0.21,0.346142893,17.26191531,18.75911888,3.99,4.22554727,76G-FAM004808,Thaumi_prot_LH_FAM000713,N,N,NV+NF+NM,NV+NF+NM,991
NMAR_RS03395,Nmar_0634,SDR family oxidoreductase,0.2,0.119470818,121.2908685,144.9576504,6.91,7.17292987,76G-FAM000690_0,Thaumi_prot_LH_FAM000716_0,Y,N,NV+NF+NM,NV+NF+NM,276
NMAR_RS05505,Nmar_1024,DnaJ domain-containing protein,0.2,0.573687112,26.00292815,33.0315044,4.69,4.964192164,76G-FAM008406,Thaumi_prot_LH_FAM000273,N,Y,NF+NM,NV+NF+NM,791
NMAR_RS09040,Nmar_1690,V-type ATP synthase subunit B,0.2,0.28103196,484.8359625,595.34602,8.89,9.201840633,76G-FAM000195,Thaumi_prot_LH_FAM000804,Y,N,NV+NF+NM,NV+NF+NM,83
NMAR_RS05375,Nmar_1004,gamma-glutamyltransferase,0.2,0.386033378,18.83994758,22.60152887,4.22,4.496928534,76G-FAM008638,Thaumi_prot_LH_FAM002018,N,Y,NM,NM,935
NMAR_RS04390,Nmar_0822,adenosylmethionine--8-amino-7-oxononanoate transaminase,0.2,0.35867643,24.20229577,31.30400629,4.59,4.950009575,76G-FAM007513,Thaumi_prot_LH_FAM000540,Y,Y,NV+NF+NM,NV+NF+NM,819
NMAR_RS05785,Nmar_1080,V-type ATP synthase subunit F,0.2,0.3654142,70.05102505,84.61217565,6.05,6.400054734,76G-FAM000198,Thaumi_prot_LH_FAM000399,N,N,NV+NM,NV+NM,418
NMAR_RS02305,Nmar_0431,exosome complex RNA-binding protein Rrp4,0.2,0.186255215,187.7990167,229.9412499,7.49,7.839327904,76G-FAM000511,Thaumi_prot_LH_FAM000852,N,N,NV+NM,NV+NF+NM,193
NMAR_RS00415,Nmar_0080,precorrin-8X methylmutase,0.2,0.573687112,8.567441893,11.8414773,3.05,3.55811817,76G-FAM007443,Thaumi_prot_LH_FAM001117,N,Y,NF+NM,NF+NM,1373
NMAR_RS04730,Nmar_0885,hypothetical protein,0.2,0.694983284,26.16196957,17.4786918,4.52,4.000366137,76G-FAM008669,Thaumi_prot_LH_FAM001975,N,Y,NM,NM,787
NMAR_RS01185,Nmar_0225,50S ribosomal protein L7Ae,0.2,0.158429159,984.2410131,1211.929427,9.91,10.24031007,76G-FAM000429,Thaumi_prot_LH_FAM000176,Y,N,NV+NF+NM,NV+NF+NM,52
NMAR_RS07955,Nmar_1486,EVE domain-containing protein,0.2,0.610431994,33.46116524,36.79424443,4.8,5.171977503,76G-FAM002924,Thaumi_prot_LH_FAM000048,N,N,NV+NM,NV+NM,692
NMAR_RS08790,Nmar_1645,winged helix-turn-helix transcriptional regulator,0.2,0.49100358,107.7103485,130.8326804,6.71,7.004287366,76G-FAM007586,Thaumi_prot_LH_FAM001003,N,Y,NV+NF+NM,NV+NF+NM,301
NMAR_RS01920,Nmar_0361,hypothetical protein,0.2,0.691812829,15.17736231,16.88590072,3.85,4.007824773,76G-FAM008579,Thaumi_prot_LH_FAM001861,N,Y,NM,NM,1065
NMAR_RS07090,Nmar_1325,thrombospondin type 3 repeat-containing protein,0.2,0.43922758,19.62404813,29.10340254,4.27,4.858933877,76G-FAM008560,Thaumi_prot_LH_FAM002086,N,Y,NM,NM,911
NMAR_RS10025,0,hypothetical protein,0.2,0.62787945,31.51728743,45.66476477,4.96,5.421741376,#N/A,#N/A,#N/A,#N/A,NA,NA,713
NMAR_RS00535,Nmar_0102,50S ribosomal protein L2,0.2,0.241812651,213.2398382,263.3296033,7.69,8.029784638,76G-FAM000015,Thaumi_prot_LH_FAM001137,Y,N,NV+NF+NM,NV+NF+NM,176
NMAR_RS00110,Nmar_0020,TFIIB-type zinc ribbon-containing protein,0.2,0.184531564,52.74871904,66.42482488,5.68,6.043748012,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,NV+NF+NM,NV+NF+NM,513
NMAR_RS04975,Nmar_0929,hypothetical protein,0.2,0.468423062,60.53332827,79.49410856,5.9,6.266617004,76G-FAM002117,Thaumi_prot_LH_FAM000151,Y,N,NV+NF+NM,NV+NF+NM,467
NMAR_RS02665,Nmar_0498,iron-sulfur cluster assembly scaffold protein,0.2,0.41264232,45.08734407,58.36421081,5.47,5.836886068,76G-FAM000889,Thaumi_prot_LH_FAM000735,Y,N,NV+NF+NM,NV+NF+NM,570
NMAR_RS04735,Nmar_0886,dihydroxy-acid dehydratase,0.19,0.154427899,58.48827215,72.71736382,5.83,6.178214928,76G-FAM000988,Thaumi_prot_LH_FAM000692,N,N,NV+NF+NM,NV+NF+NM,480
NMAR_RS02945,Nmar_0550,shikimate dehydrogenase,0.19,0.398869597,27.11729333,33.63463492,4.71,5.062911655,76G-FAM000483,Thaumi_prot_LH_FAM000121,N,N,NV+NF+NM,NV+NF+NM,777
NMAR_RS08780,Nmar_1643,MoxR family ATPase,0.19,0.36588839,15.02769987,18.62649089,3.86,4.205024531,76G-FAM001120,Thaumi_prot_LH_FAM000031,N,N,NM,NM,1073
NMAR_RS05185,Nmar_0968,hypothetical protein,0.19,0.700724914,786.9643004,914.7049988,9.57,9.723993752,76G-FAM007812,Thaumi_prot_LH_FAM000271,N,Y,NV+NF+NM,NV+NF+NM,60
NMAR_RS07355,Nmar_1372,metalloregulator ArsR/SmtB family transcription factor,0.19,0.79087678,5.388022544,6.291616423,2.34,2.378135845,76G-FAM000187,Thaumi_prot_LH_FAM002058,N,N,NM,NM,1567
NMAR_RS06575,Nmar_1223,CDC48 family AAA ATPase,0.19,0.122373131,49.24840374,60.74624614,5.58,5.915829589,76G-FAM000165_0,Thaumi_prot_LH_FAM000348_0,Y,N,NV+NF+NM,NV+NF+NM,543
NMAR_RS09100,Nmar_1701,Dna2/Cas4 domain-containing protein,0.19,0.229670541,143.6602928,163.1300155,7.07,7.332845342,76G-FAM007613,Thaumi_prot_LH_FAM000811,N,Y,NV+NM,NV+NM,244
NMAR_RS06905,Nmar_1289,N-acetyl-gamma-glutamyl-phosphate reductase,0.19,0.201885641,71.84208477,89.36270898,6.13,6.475245033,76G-FAM000337,Thaumi_prot_LH_FAM000645,N,N,NV+NF+NM,NV+NF+NM,409
NMAR_RS05780,Nmar_1079,zinc-dependent dehydrogenase,0.18,0.371033194,31.30547386,38.59961448,4.9,5.264220697,76G-FAM000733_0,Thaumi_prot_LH_FAM000398,Y,N,NV+NF+NM,NV+NF+NM,718
NMAR_RS03725,Nmar_0695,PUA domain-containing protein,0.18,0.663433557,14.9660296,15.75259474,3.7,3.927880185,76G-FAM000644,Thaumi_prot_LH_FAM000157,Y,N,NV+NF+NM,NV+NF+NM,1077
NMAR_RS09735,0,hypothetical protein,0.18,0.803794628,6.332106955,7.623164308,2.53,2.755348177,#N/A,Thaumi_prot_LH_FAM001980,#N/A,#N/A,NA,NM,1505
NMAR_RS08950,Nmar_1673,trypsin-like peptidase domain-containing protein,0.18,0.492072788,47.16839282,58.41512761,5.48,5.834874152,76G-FAM000038_0,Thaumi_prot_LH_FAM000667,Y,N,NV+NF+NM,NV+NF+NM,553
NMAR_RS07770,0,30S ribosomal protein S11,0.18,0.440075363,581.8011157,750.2463804,9.18,9.547646429,#N/A,Thaumi_prot_LH_FAM000591,#N/A,#N/A,NA,NV+NF+NM,73
NMAR_RS02310,Nmar_0432,exosome complex exonuclease Rrp41,0.18,0.27156994,120.2936691,149.8407644,6.87,7.215557263,76G-FAM000533,Thaumi_prot_LH_FAM000851,Y,N,NV+NF+NM,NV+NF+NM,277
NMAR_RS00265,Nmar_0051,hypothetical protein,0.18,0.338570706,76.94951774,95.32245872,6.24,6.56487382,76G-FAM008177,Thaumi_prot_LH_FAM001088,N,Y,NV+NF+NM,NM,394
NMAR_RS06460,Nmar_1200,peptidyl-tRNA hydrolase Pth2,0.18,0.510068149,42.22837744,53.62023966,5.37,5.72996081,76G-FAM000858,Thaumi_prot_LH_FAM000344,Y,N,NV+NF+NM,NV+NF+NM,592
NMAR_RS02710,Nmar_0506,hypothetical protein,0.18,0.77004382,6.69721215,7.762848421,2.38,2.937291273,76G-FAM008232,Thaumi_prot_LH_FAM000768,N,Y,NM,NM,1482
