Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,baseMean,lfcSE,stat,pvalue
NVIE_006990,NVIE_RS03390,Chromosome segregation and condensation protein ScpB,-0.14,2.61E-01,185.26,250.94,7.53,7.96,76G-FAM000275,Thaumi_prot_LH_FAM000774,Y,N,,,,,,,,,,5061.006509,0.108001838,-1.326620721,0.184634178
NVIE_007000,NVIE_RS03395,putative chromosome segregation and condensation protein ScpA,-0.26,6.44E-02,252.17,370.18,7.97,8.53,76G-FAM007636,Thaumi_prot_LH_FAM000773,Y,Y,,,,,,,,,,9616.397597,0.123363478,-2.088291735,0.036771527
NVIE_007010,NVIE_RS03400,putative nuclease,0.73,5.69E-09,17.83,13.21,4.15,3.72,76G-FAM011540,Thaumi_prot_LH_FAM003564,N,Y,,,,,,,,,,580.6940353,0.119366706,6.143250499,8.08E-10
NVIE_007020,NVIE_RS03405,protein of unknown function,0.2,1.29E-01,67.08,71.57,6.05,6.15,76G-FAM010147,Thaumi_prot_LH_FAM002861,N,Y,,,,,,,,,,1466.301006,0.112370005,1.745122305,0.080963582
NVIE_t0090,NVIE_RS03410,tRNA-Arg,-0.77,3.18E-03,21.92,44.93,4.37,5.49,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,101.8074605,0.238049951,-3.22649046,0.001253184
NVIE_007030,NVIE_RS03415,putative Pyridoxamine 5'-phosphate oxidase,-0.25,7.73E-02,48.39,70.45,5.59,6.14,76G-FAM001130_0,Thaumi_prot_LH_FAM000394,Y,N,,,,,,,,,,1163.116719,0.122716074,-2.003886352,0.045082236
NVIE_007040,NVIE_RS03420,Methyltransferase type 12,0.42,3.65E-04,126.29,115.71,6.97,6.85,76G-FAM009734,Thaumi_prot_LH_FAM003565,N,Y,,,,,,,,,,5603.933531,0.110235718,3.849464839,0.000118376
NVIE_007050,NVIE_RS03425,NADH ubiquinone oxidoreductase 20 kDa subunit,-0.04,8.17E-01,8.33,10.49,3.04,3.38,76G-FAM001556,Thaumi_prot_LH_FAM001430,Y,N,,,,,,,,,,325.6409793,0.141921082,-0.309660064,0.756819475
NVIE_007060,NVIE_RS03430,"putative NADH-quinone oxidoreductase, subunit D - related",-0.27,9.86E-02,8.29,12.29,3.03,3.61,76G-FAM000971,Thaumi_prot_LH_FAM001429,Y,N,,,,,,,,,,714.8802237,0.142659909,-1.884965753,0.059434462
NVIE_007070,NVIE_RS03435,NADH:ubiquinone/plastoquinone oxidoreductase,-0.02,9.53E-01,10.33,12.8,3.29,3.66,76G-FAM003455,Thaumi_prot_LH_FAM001428,N,N,,,,,,,,,,736.6357563,0.204213054,-0.085055677,0.932217127
NVIE_007080,NVIE_RS03440,"Hydrogenase, membrane subunit 2-like protein",-0.43,9.60E-03,9.47,15.63,3.24,3.96,76G-FAM003456,Thaumi_prot_LH_FAM001427,N,N,,,,,,,,,,350.1310655,0.150202741,-2.852403662,0.004338996
NVIE_007090,NVIE_RS03445,"Hydrogenase, membrane subunit 3-like protein (EchB-like)",-0.56,1.06E-02,7,12.82,2.79,3.64,76G-FAM003457,Thaumi_prot_LH_FAM001426,N,N,,,,,,,,,,384.0062114,0.197812357,-2.817344142,0.004842261
NVIE_007100,NVIE_RS03450,putative Hydrogenase-4 membrane subunit HyfB,-0.39,2.07E-02,12.27,19.8,3.6,4.29,76G-FAM003458,Thaumi_prot_LH_FAM001425,N,N,,,,,,,,,,1367.412644,0.150884237,-2.566658302,0.010268374
NVIE_007110,NVIE_RS03455,protein of unknown function,-0.43,5.31E-03,12.02,19.75,3.56,4.3,76G-FAM003459,Thaumi_prot_LH_FAM003566,N,N,,,,,,,,,,394.4841194,0.141740902,-3.056414394,0.002240014
NVIE_007120,NVIE_RS03460,hypothetical protein,0.57,1.93E-03,32.88,27.14,5.02,4.74,76G-FAM010364,Thaumi_prot_LH_FAM003567,N,Y,,,,,,,,,,349.0634841,0.169817724,3.380653973,0.000723135
NVIE_007130,NVIE_RS03465,putative FMN-binding pyridoxamine 5'-phosphate oxidase,1.05,5.83E-17,119.85,70.81,6.89,6.14,76G-FAM001130_0,Thaumi_prot_LH_FAM000394,Y,N,,,,,,,,,,1874.169974,0.121099931,8.701217669,3.28E-18
NVIE_007140,NVIE_RS03470,"ABC superfamily ATP binding cassette transporter membrane protein, Drug Exporter-1 (DrugE1) Family",0.59,7.47E-07,84.3,69.19,6.39,6.11,76G-FAM011223,Thaumi_prot_LH_FAM003568,N,Y,,,,,,,,,,2711.799655,0.112077982,5.256269908,1.47E-07
NVIE_007150,NVIE_RS03475,"ABC efflux transporter, ATP-binding protein, Drug Exporter-1 (DrugE1) Family",0.41,2.29E-03,93.9,87.42,6.55,6.43,76G-FAM000031_3,Thaumi_prot_LH_FAM001126,Y,N,,,,,,,,,,3869.930914,0.123666307,3.32936114,0.000870455
NVIE_007160,NVIE_RS03480,putative Alpha/beta hydrolase fold,0.53,1.30E-05,33.53,28.38,5.06,4.82,76G-FAM004667,Thaumi_prot_LH_FAM003569,N,N,,,,,,,,,,1159.082989,0.114077513,4.662146706,3.13E-06
NVIE_007170,NVIE_RS03485,putative FkbM family methyltransferase,-0.07,8.28E-01,1.82,2.35,0.84,1.22,76G-FAM010149,Thaumi_prot_LH_FAM003570,N,Y,,,,,,,,,,69.35392455,0.232399441,-0.290818045,0.771190484
NVIE_007180,NVIE_RS03490,Beta-lactamase domain-containing protein,0.53,2.89E-06,92.08,78.15,6.52,6.28,76G-FAM010150,Thaumi_prot_LH_FAM003180,N,Y,,,,,,,,,,2809.52957,0.106559328,4.983493405,6.24E-07
NVIE_007200,NVIE_RS03495,protein of unknown function,0.62,6.94E-02,4.42,3.49,1.97,1.77,76G-FAM003445,Thaumi_prot_LH_FAM003543,N,N,,,,,,,,,,115.1402504,0.302335571,2.053776798,0.0399973
NVIE_007230,NVIE_RS03510,protein of unknown function,0.09,6.06E-01,17.5,20.07,4.12,4.32,76G-FAM009877,Thaumi_prot_LH_FAM003162,N,Y,,,,,,,,,,413.9667538,0.144587745,0.647410509,0.517366296
NVIE_007240,NVIE_RS03515,Amino acid ABC transporter substrate binding protein,-0.5,4.56E-04,110.89,192.15,6.78,7.56,76G-FAM010152,Thaumi_prot_LH_FAM003573,N,Y,,,,,,,,,,5010.763456,0.130878204,-3.788933171,0.000151296
NVIE_007270,NVIE_RS03535,protein of unknown function,1.49,1.96E-30,60.42,26.42,5.91,4.72,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,752.5995578,0.126471533,11.78231174,4.82E-32
NVIE_007280,NVIE_RS03540,protein of unknown function,1.48,2.24E-10,18.2,7.95,4.17,2.93,76G-FAM010153,Thaumi_prot_LH_FAM003575,N,Y,,,,,,,,,,129.0481077,0.221699851,6.669016497,2.58E-11
NVIE_007300,NVIE_RS03550,exported protein of unknown function,-0.06,7.04E-01,46.46,59.5,5.53,5.89,76G-FAM009826,Thaumi_prot_LH_FAM003496,N,Y,,,,,,,,,,2775.202311,0.114465698,-0.492072431,0.622668141
NVIE_007310,NVIE_RS03555,putative exported protein of unknown function with cupredoxin domain,0.38,2.96E-04,35.43,33.53,5.15,5.06,76G-FAM010154,Thaumi_prot_LH_FAM003576,N,Y,,,,,,,,,,2401.679476,0.097765857,3.90681782,9.35E-05
NVIE_007320,NVIE_RS03560,protein of unknown function,0.58,5.04E-07,728.91,597.26,9.5,9.22,76G-FAM010155,Thaumi_prot_LH_FAM003577,N,Y,,,,,,,,,,7720.00298,0.108664249,5.333398625,9.64E-08
NVIE_007360,NVIE_RS03565,membrane protein of unknown function,-0.09,6.84E-01,29.49,38.35,4.82,5.26,76G-FAM009530,Thaumi_prot_LH_FAM002851,N,Y,,,,,,,,,,1826.370323,0.172591447,-0.523914812,0.600337792
NVIE_007370,NVIE_RS03570,protein of unknown function,0.08,8.49E-01,7.93,9.09,2.92,3.1,76G-FAM010156,Thaumi_prot_LH_FAM003579,N,Y,,,,,,,,,,70.30313559,0.304558725,0.260644832,0.794366414
NVIE_t0100,NVIE_RS03575,tRNA-Pro,-1.25,1.11E-02,3.44,10.03,1.74,3.19,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,20.56886703,0.446589098,-2.801270764,0.005090179
NVIE_007390,NVIE_RS03580,Bmp family protein,0.75,8.31E-09,20.2,14.74,4.32,3.87,76G-FAM010158,Thaumi_prot_LH_FAM003580,N,Y,,,,,,,,,,818.3142816,0.123343329,6.078524185,1.21E-09
NVIE_007400,NVIE_RS03585,"putative membrane associated signal transduction histidine kinase, with phosphoacceptor and ATP binding domain",0.49,2.31E-05,18.99,16.53,4.24,4.04,76G-FAM009710,Thaumi_prot_LH_FAM002722,N,Y,,,,,,,,,,1376.09793,0.109016064,4.530311849,5.89E-06
NVIE_007410,NVIE_RS03590,"putative signal transduction response regulator, receiver domain",-0.12,6.24E-01,10.6,13.99,3.35,3.79,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,,,,,,,,,203.4694669,0.194343655,-0.616956912,0.537263146
NVIE_007420,NVIE_RS03595,hypothetical protein,0.31,4.03E-01,82.02,81.67,6.24,6.33,76G-FAM010201,Thaumi_prot_LH_FAM003072,N,Y,,,,,,,,,,2877.626805,0.309111205,1.014140521,0.310515705
NVIE_007430,NVIE_RS03600,protein of unknown function,-0.18,2.09E-01,146.21,202.63,7.19,7.66,76G-FAM010200,Thaumi_prot_LH_FAM003581,N,Y,,,,,,,,,,2247.978639,0.119970793,-1.46682472,0.142423743
NVIE_007440,NVIE_RS03605,hypothetical protein,-0.45,3.69E-06,60.44,101.23,5.91,6.66,76G-FAM000683,Thaumi_prot_LH_FAM001785,N,N,,,,,,,,,,1857.502302,0.091530408,-4.93182525,8.15E-07
NVIE_007450,NVIE_RS03610,hypothetical protein,-0.29,3.13E-02,37.14,55.69,5.21,5.8,76G-FAM008387,Thaumi_prot_LH_FAM000149,N,Y,,,,,,,,,,669.293179,0.119355909,-2.402120326,0.016300346
NVIE_0759,NVIE_RS03615,putative amidophosphoribosyltransferase,-0.13,2.66E-01,173.24,233.15,7.43,7.86,76G-FAM010199,Thaumi_prot_LH_FAM002850,N,Y,,,,,,,,,,11661.71676,0.097999158,-1.313721584,0.188939915
NVIE_007460,NVIE_RS03620,3-isopropylmalate dehydratase small subunit,-0.11,2.84E-01,108.76,144.33,6.76,7.17,76G-FAM000987_0,Thaumi_prot_LH_FAM000824,Y,N,,,,,,,,,,3117.562637,0.090345927,-1.269708541,0.204188469
NVIE_007470,NVIE_RS03625,3-isopropylmalate dehydratase large subunit,-0.1,4.72E-01,292.01,384.6,8.18,8.57,76G-FAM000986,Thaumi_prot_LH_FAM000823,Y,N,,,,,,,,,,20028.89997,0.110776163,-0.887130094,0.375008863
NVIE_0762,NVIE_RS03630,"proteasome, subunit beta",-0.32,1.11E-03,725.77,1108.96,9.5,10.11,76G-FAM000331_0,Thaumi_prot_LH_FAM000156,Y,N,,,,,,,,,,25057.54365,0.089731925,-3.543589537,0.000394719
NVIE_007480,NVIE_RS03635,hypothetical protein,-0.28,8.31E-03,97.32,145.31,6.6,7.18,76G-FAM003637,Thaumi_prot_LH_FAM002849,N,N,,,,,,,,,,7336.415573,0.098015359,-2.901155457,0.003717894
NVIE_007500,NVIE_RS03640,protein of unknown function,0.38,9.92E-02,9.78,9.2,3.25,3.17,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,216.6896364,0.202153794,1.881873701,0.059853166
NVIE_007510,NVIE_RS03645,hypothetical protein,0.69,7.01E-03,30.16,22.84,4.86,4.46,76G-FAM009801,Thaumi_prot_LH_FAM003582,N,Y,,,,,,,,,,326.566704,0.233624105,2.961043909,0.003065982
NVIE_007520,NVIE_RS03650,protein of unknown function,0.83,1.06E-02,6.43,4.52,2.65,2.14,76G-FAM035192,Thaumi_prot_LH_FAM003056,N,Y,,,,,,,,,,52.5954033,0.295196398,2.816959919,0.004848058
NVIE_007530,NVIE_RS03655,hypothetical protein,1.97,1.62E-30,337.94,106.86,8.37,6.73,76G-FAM010198,Thaumi_prot_LH_FAM002848,N,Y,,,,,,,,,,5786.253218,0.167068212,11.79976745,3.91E-32
NVIE_007540,NVIE_RS03660,radical SAM domain protein,-0.62,1.83E-08,1860.57,3502.56,10.86,11.77,76G-FAM000522,Thaumi_prot_LH_FAM000558,Y,N,,,,,,,,,,187426.8888,0.103973794,-5.940558995,2.84E-09
NVIE_007550,NVIE_RS03665,"Transcription regulator, TrmB",0.36,1.30E-02,244.32,233.18,7.91,7.86,76G-FAM000865,Thaumi_prot_LH_FAM000559,Y,N,,,,,,,,,,7637.418024,0.130288775,2.743747006,0.006074233
NVIE_007560,NVIE_RS03670,"putative iron (metal) dependent repressor, DtxR family",0.07,5.70E-01,586.25,683.8,9.19,9.41,76G-FAM000606,Thaumi_prot_LH_FAM000560,Y,N,,,,,,,,,,12325.763,0.097712466,0.713277275,0.475674197
NVIE_0772,NVIE_RS03675,hypothetical protein,0.15,1.73E-01,103.41,114.62,6.69,6.84,76G-FAM000740,Thaumi_prot_LH_FAM000563,N,N,,,,,,,,,,2088.317037,0.092496279,1.578553945,0.114438406
NVIE_007570,NVIE_RS03680,protein pelota,0,9.97E-01,71.68,87.86,6.16,6.45,76G-FAM002664,Thaumi_prot_LH_FAM000562,N,N,,,,,,,,,,3888.068026,0.097627793,0.005934118,0.995265287
NVIE_007580,NVIE_RS03685,putative cutA1 divalent ion tolerance protein,-0.04,7.63E-01,53.31,66.86,5.73,6.06,76G-FAM001468,Thaumi_prot_LH_FAM000561,N,N,,,,,,,,,,910.157893,0.090113815,-0.398845704,0.690006898
NVIE_007590,NVIE_RS03690,hypothetical protein,0.15,1.83E-01,229.06,253.84,7.84,7.99,76G-FAM002393,Thaumi_prot_LH_FAM001129,N,N,,,,,,,,,,12423.28573,0.09642693,1.545985731,0.122108014
NVIE_007600,NVIE_RS03695,protein of unknown function DUF354,-0.3,1.02E-01,168.57,255.14,7.37,7.96,76G-FAM000872,Thaumi_prot_LH_FAM001128,N,N,,,,,,,,,,8936.663316,0.159980908,-1.866822961,0.061926315
NVIE_007610,NVIE_RS03705,glyoxylate reductase,-0.59,6.71E-08,77.92,143.51,6.28,7.16,76G-FAM000168_0,Thaumi_prot_LH_FAM000194,Y,N,,,,,,,,,,4512.37601,0.102488609,-5.710492246,1.13E-08
NVIE_007620,NVIE_RS03710,putative acetyltransferase,-0.01,9.30E-01,209.66,259.05,7.71,8.02,76G-FAM000459,Thaumi_prot_LH_FAM000959,N,N,,,,,,,,,,5085.981222,0.091462229,-0.12553912,0.900096757
NVIE_007630,NVIE_RS03715,uncharacterised protein family UPF0434/Trm112,-0.27,1.32E-01,19.56,28.84,4.27,4.84,76G-FAM000246,Thaumi_prot_LH_FAM000958,Y,N,,,,,,,,,,270.2975847,0.15644776,-1.733326539,0.083037646
NVIE_007640,NVIE_RS03720,putative oxidoreductase domain protein,-0.44,2.79E-04,167.91,279.31,7.38,8.12,76G-FAM000874,Thaumi_prot_LH_FAM000957,N,N,,,,,,,,,,9023.659011,0.111652289,-3.920844296,8.82E-05
NVIE_007650,NVIE_RS03725,branched-chain amino-acid aminotransferase,-0.78,4.97E-08,212.78,446.85,7.71,8.8,76G-FAM000727_0,Thaumi_prot_LH_FAM000749,Y,N,,,,,,,,,,12336.35869,0.134459446,-5.766408325,8.10E-09
NVIE_007660,NVIE_RS03730,hypothetical protein,-0.66,2.89E-08,38.81,74.88,5.26,6.22,76G-FAM008199,Thaumi_prot_LH_FAM001778,N,Y,,,,,,,,,,1596.326457,0.111745741,-5.862220003,4.57E-09
NVIE_007670,NVIE_RS03735,DNA/RNA-binding protein Alba,-0.6,1.10E-03,191.92,353.63,7.52,8.45,76G-FAM000248_0,Thaumi_prot_LH_FAM000184,Y,N,,,,,,,,,,3698.979111,0.168935903,-3.546056466,0.000391042
NVIE_007680,NVIE_RS03740,protein of unknown function,-0.71,1.60E-05,14.25,28.56,3.81,4.82,76G-FAM010197,Thaumi_prot_LH_FAM003583,N,Y,,,,,,,,,,460.1554687,0.154892685,-4.61434061,3.94E-06
NVIE_007690,NVIE_RS03745,protein of unknown function,-0.6,1.19E-05,89.63,165.83,6.46,7.37,76G-FAM009972,Thaumi_prot_LH_FAM003538,N,Y,,,,,,,,,,2617.930856,0.128730757,-4.681430033,2.85E-06
NVIE_007700,NVIE_RS03750,exported protein of unknown function,-0.71,1.84E-09,41.61,83.19,5.37,6.37,76G-FAM010196,Thaumi_prot_LH_FAM003584,N,Y,,,,,,,,,,1426.439584,0.111570874,-6.333194044,2.40E-10
NVIE_007710,NVIE_RS03755,hypothetical protein,-0.78,1.18E-10,21.88,46.24,4.45,5.53,76G-FAM007492,Thaumi_prot_LH_FAM000333,N,Y,,,,,,,,,,679.4416944,0.115735778,-6.769134217,1.30E-11
NVIE_007720,NVIE_RS03760,putative methyltransferase type 11,-0.17,1.01E-01,121.76,168.55,6.92,7.4,76G-FAM008082,Thaumi_prot_LH_FAM001537,N,Y,,,,,,,,,,5928.638686,0.092070348,-1.872900754,0.061082091
NVIE_007730,NVIE_RS03765,putative membrane-associated heat shock protein,0.05,6.95E-01,46.68,55.12,5.54,5.78,76G-FAM010195,Thaumi_prot_LH_FAM003585,N,Y,,,,,,,,,,1029.932119,0.105554615,0.507295995,0.611947149
NVIE_007740,NVIE_RS03770,"putative transcriptional regulator, AsnC family",-0.17,2.01E-01,100.94,138.72,6.64,7.11,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,,,,,,,,,,1251.949977,0.115179911,-1.49216298,0.135656425
NVIE_007750,NVIE_RS03775,putative phosphosugar isomerase,-0.12,6.45E-01,70.48,94.07,6.07,6.52,76G-FAM004880,Thaumi_prot_LH_FAM000497,N,N,,,,,,,,,,3122.169017,0.202841944,-0.584099672,0.559153255
NVIE_007760,NVIE_RS03780,putative thiosulfate sulfurtransferase,-0.5,6.45E-05,31.24,53.89,4.95,5.74,76G-FAM001528_0,Thaumi_prot_LH_FAM000233_0,Y,N,,,,,,,,,,1446.824426,0.115958491,-4.290579577,1.78E-05
NVIE_007770,NVIE_RS03785,"putative iron (metal) dependent repressor, DtxR family",-0.01,9.57E-01,107.13,131.75,6.73,7.03,76G-FAM000191,Thaumi_prot_LH_FAM000643,Y,N,,,,,,,,,,2287.026496,0.122860565,-0.076820637,0.938766234
NVIE_007780,NVIE_RS03790,putative PilT domain protein/Type II secretion system protein E,0.04,7.90E-01,50.51,60.59,5.65,5.92,76G-FAM000563,Thaumi_prot_LH_FAM000644,N,N,,,,,,,,,,4239.375783,0.105938036,0.356269638,0.721638645
NVIE_007790,NVIE_RS03795,Nitrogen regulatory protein P-II,0.28,2.44E-02,211.55,213.17,7.71,7.73,76G-FAM001710_0,Thaumi_prot_LH_FAM001030_0,N,N,,,,,,,,,,3062.18103,0.111418191,2.501418387,0.012369695
NVIE_007800,NVIE_RS03800,putative secreted metalloprotease,0.78,1.70E-10,95.96,68.82,6.58,6.1,76G-FAM010194,Thaumi_prot_LH_FAM003002,N,Y,,,,,,,,,,2483.030732,0.116262909,6.711247431,1.93E-11
NVIE_007810,NVIE_RS03805,methionine aminopeptidase,-0.36,3.81E-05,176.24,275.56,7.46,8.11,76G-FAM000136,Thaumi_prot_LH_FAM000662,Y,N,,,,,,,,,,8374.581979,0.080433351,-4.415389281,1.01E-05
NVIE_007820,NVIE_RS03810,hypothetical protein,-0.63,4.07E-04,47.76,89.78,5.52,6.49,76G-FAM000135,Thaumi_prot_LH_FAM000663,N,N,,,,,,,,,,581.3582813,0.165679058,-3.82018,0.000133354
NVIE_007830,NVIE_RS03815,protein of unknown function DUF1512,-0.35,2.63E-05,81,126.69,6.34,6.98,76G-FAM000134,Thaumi_prot_LH_FAM000664,N,N,,,,,,,,,,5066.714188,0.077755829,-4.500702543,6.77E-06
NVIE_007840,NVIE_RS03820,hypothetical protein,-0.02,9.25E-01,68.4,85.58,6.07,6.39,76G-FAM010193,Thaumi_prot_LH_FAM003586,N,Y,,,,,,,,,,817.9033524,0.165974697,-0.133867369,0.893507454
NVIE_007850,NVIE_RS03825,hypothetical protein,-1,2.48E-08,32.74,79.56,4.97,6.31,76G-FAM007521,Thaumi_prot_LH_FAM003004,N,Y,,,,,,,,,,610.5468437,0.170489099,-5.888503684,3.90E-09
NVIE_007860,NVIE_RS03830,hypothetical protein,-1.12,1.56E-16,345.32,916.34,8.4,9.84,76G-FAM010192,Thaumi_prot_LH_FAM003005,N,Y,,,,,,,,,,23975.45612,0.130881628,-8.586058715,9.00E-18
NVIE_007870,NVIE_RS03835,hypothetical protein,0.38,1.46E-03,288.3,271.42,8.15,8.08,76G-FAM008248,Thaumi_prot_LH_FAM000115,N,Y,,,,,,,,,,4687.461941,0.108506558,3.465184233,0.000529868
NVIE_007880,NVIE_RS03840,putative Mn2+-dependent serine/threonine protein kinase,0.16,2.58E-01,30.49,33.65,4.92,5.06,76G-FAM010191,Thaumi_prot_LH_FAM003006,N,Y,,,,,,,,,,980.9308346,0.116871589,1.333579587,0.182341677
NVIE_007890,NVIE_RS03845,putative menaquinone biosynthesis methyltransferase UbiE,1.17,8.19E-14,63.38,34.59,5.96,5.09,76G-FAM007694,Thaumi_prot_LH_FAM002357,N,Y,,,,,,,,,,1475.814462,0.150619142,7.798058964,6.29E-15
NVIE_007900,NVIE_RS03850,hypothetical protein,1.48,5.44E-12,126.64,56.3,6.94,5.76,76G-FAM004868,Thaumi_prot_LH_FAM002356,N,N,,,,,,,,,,3046.704657,0.205308896,7.220893468,5.16E-13
NVIE_007910,NVIE_RS03855,putative enzyme,0.98,2.03E-06,37.64,23.57,5.21,4.52,76G-FAM007695,Thaumi_prot_LH_FAM003007,N,Y,,,,,,,,,,619.1380338,0.194576182,5.056278995,4.28E-07
NVIE_007920,NVIE_RS03860,protein of unknown function,-0.77,7.28E-03,15.59,32.46,3.9,4.92,76G-FAM009665,Thaumi_prot_LH_FAM003587,N,Y,,,,,,,,,,343.1158921,0.261644621,-2.948440229,0.003193819
NVIE_007930,NVIE_RS03865,hypothetical protein,0.66,2.10E-04,51.72,40.31,5.67,5.31,76G-FAM010322,Thaumi_prot_LH_FAM003588,N,Y,,,,,,,,,,1067.725877,0.165292201,3.996665779,6.42E-05
NVIE_t0110,NVIE_RS03870,tRNA-Ala,-1.28,3.28E-02,4.57,13.19,1.64,3.62,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,27.33975321,0.536376549,-2.382609411,0.017190423
NVIE_007940,NVIE_RS03875,putative NUDIX hydrolase,-0.11,4.72E-01,25.08,33.14,4.63,5.04,76G-FAM000953,Thaumi_prot_LH_FAM000817,N,N,,,,,,,,,,543.849263,0.126479449,-0.88728145,0.37492739
NVIE_007950,NVIE_RS03880,putative radical SAM domain protein,-0.19,1.25E-01,812.12,1135.52,9.66,10.15,76G-FAM000054_0,Thaumi_prot_LH_FAM000365,Y,N,,,,,,,,,,64194.8567,0.105603401,-1.762853807,0.07792515
NVIE_007960,NVIE_RS03885,hypothetical protein,-0.21,9.78E-02,237.79,338.16,7.89,8.4,76G-FAM007574,Thaumi_prot_LH_FAM000874,N,Y,,,,,,,,,,3914.185816,0.112256938,-1.889256918,0.058857411
NVIE_007970,NVIE_RS03890,putative FAD/NAD(P)-binding oxidoreductase,-0.51,4.85E-05,712.8,1246.45,9.47,10.28,76G-FAM007506,Thaumi_prot_LH_FAM000923,Y,Y,,,,,,,,,,34001.69917,0.116826092,-4.358950941,1.31E-05
NVIE_007980,NVIE_RS03895,hypothetical protein,0.39,1.12E-03,203.31,190.78,7.66,7.57,76G-FAM010190,Thaumi_prot_LH_FAM003010,N,Y,,,,,,,,,,2283.765022,0.10880166,3.54005961,0.000400037
NVIE_007990,NVIE_RS03900,hypothetical protein,-0.25,7.53E-02,87.3,127.74,6.44,6.99,76G-FAM010189,Thaumi_prot_LH_FAM003011,N,Y,,,,,,,,,,2226.494137,0.124491135,-2.016809534,0.043715394
NVIE_008000,NVIE_RS03905,Protein of unknown function DUF1326,0.24,1.55E-01,89.3,92.63,6.45,6.53,76G-FAM009830,Thaumi_prot_LH_FAM002818,N,Y,,,,,,,,,,2049.394503,0.145871748,1.64471833,0.100027911
NVIE_008010,NVIE_RS03910,"AAA family ATPase, CDC48 subfamily protein",0.42,5.23E-05,174.86,160.26,7.45,7.32,76G-FAM000165_0,Thaumi_prot_LH_FAM000348_0,Y,N,,,,,,,,,,15723.69058,0.097528689,4.341273998,1.42E-05
NVIE_008040,NVIE_RS03920,putative fumarylacetoacetate hydrolase,-0.69,8.46E-10,181.56,358.03,7.49,8.48,76G-FAM000601,Thaumi_prot_LH_FAM000900,N,N,,,,,,,,,,9598.267686,0.106225995,-6.457460975,1.06E-10
NVIE_0823,NVIE_RS03930,geranylgeranyl pyrophosphate synthase,-0.68,1.66E-05,326.29,645.23,8.33,9.32,76G-FAM000467,Thaumi_prot_LH_FAM000898,Y,N,,,,,,,,,,20020.20463,0.14841951,-4.606407588,4.10E-06
NVIE_008060,NVIE_RS03935,isopentenyl-diphosphate delta-isomerase,0.14,2.93E-01,147.27,164.48,7.2,7.35,76G-FAM000431,Thaumi_prot_LH_FAM003012,N,N,,,,,,,,,,7127.877861,0.109500303,1.249121869,0.211620503
NVIE_008070,NVIE_RS03940,putative aspartate/glutamate/uridylate kinase,-0.65,2.88E-08,93.19,179.42,6.54,7.48,76G-FAM000432,Thaumi_prot_LH_FAM000896,Y,N,,,,,,,,,,4371.700962,0.11021746,-5.86277801,4.55E-09
NVIE_008080,NVIE_RS03945,hypothetical protein,0.28,4.42E-02,68.08,68.84,6.08,6.1,76G-FAM002765,Thaumi_prot_LH_FAM001389,N,N,,,,,,,,,,973.7229335,0.12517683,2.258845817,0.023892977
NVIE_008090,NVIE_RS03950,TPR repeat protein,0.47,5.09E-06,443.38,391.94,8.78,8.61,76G-FAM007538,Thaumi_prot_LH_FAM000231,Y,Y,,,,,,,,,,19941.5399,0.095890427,4.863876364,1.15E-06
NVIE_008100,NVIE_RS03955,putative myo-inositol-1-phosphate synthase,-0.32,1.61E-02,230.8,354.42,7.84,8.47,76G-FAM000106,Thaumi_prot_LH_FAM000248,Y,N,,,,,,,,,,12410.91049,0.121404371,-2.663814664,0.007726012
NVIE_008120,NVIE_RS03960,hypothetical protein,-1.12,8.44E-02,0.76,2.04,-0.73,0.84,76G-FAM009974,Thaumi_prot_LH_FAM003589,N,Y,,,,,,,,,,16.82886574,0.573403738,-1.961347744,0.049838471
NVIE_008130,NVIE_RS03965,putative thiazole biosynthetic enzyme Thi4 family,-0.5,4.18E-06,558.44,965.1,9.11,9.91,76G-FAM001758,Thaumi_prot_LH_FAM000234,N,Y,,,,,,,,,,25713.74404,0.101271416,-4.906257199,9.28E-07
NVIE_008140,NVIE_RS03970,protein of unknown function,-0.18,2.19E-01,22.42,31.06,4.48,4.95,76G-FAM035194,Thaumi_prot_LH_FAM008485,N,Y,,,,,,,,,,807.8340142,0.124975329,-1.435839928,0.151047895
NVIE_008150,NVIE_RS03975,hypothetical protein,-0.37,5.80E-02,8.67,13.54,3.07,3.75,76G-FAM001757,Thaumi_prot_LH_FAM000235,N,Y,,,,,,,,,,347.1772232,0.171848516,-2.135374855,0.032730403
NVIE_008160,NVIE_RS03980,thioredoxin reductase,-0.59,1.47E-11,400.56,738.17,8.64,9.53,76G-FAM000569_0,Thaumi_prot_LH_FAM000236,Y,N,,,,,,,,,,22350.61441,0.083181725,-7.076741493,1.48E-12
