Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains
NFRAN_RS03405,NFRAN_0809,NAD(P)-dependent oxidoreductase,-0.35,1.05E-02,28.45,53.06,4.81,5.73,76G-FAM000168_0,Thaumi_prot_LH_FAM004230,Y,N,,
NFRAN_RS03410,NFRAN_0810,hypothetical protein,0.2,3.32E-01,43.46,55.58,5.4,5.79,76G-FAM008336,Thaumi_prot_LH_FAM001554,N,Y,,
NFRAN_RS03415,NFRAN_0811,alpha/beta hydrolase,-0.03,8.72E-01,46.38,69.21,5.52,6.11,76G-FAM003384,Thaumi_prot_LH_FAM000718,N,N,,
NFRAN_RS03420,NFRAN_0812,matrixin family metalloprotease,0.83,1.18E-09,249.32,206.12,7.94,7.68,76G-FAM011050,Thaumi_prot_LH_FAM004634,N,Y,,
NFRAN_RS03430,NFRAN_0814,hypothetical protein,-0.04,6.83E-01,1429.93,2152.92,10.47,11.07,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS03435,NFRAN_0815,hypothetical protein,0.01,9.24E-01,935.31,1345.43,9.84,10.39,76G-FAM011051,Thaumi_prot_LH_FAM004635,N,Y,,
NFRAN_RS03440,NFRAN_0816,ATP-binding protein,0.52,8.40E-03,5.24,5.41,2.36,2.43,76G-FAM010116,Thaumi_prot_LH_FAM003009,N,Y,,
NFRAN_RS03445,NFRAN_0817,response regulator,-0.07,6.85E-01,10.49,16.17,3.37,4.01,76G-FAM007405,Thaumi_prot_LH_FAM003982,N,Y,,
NFRAN_RS03450,NFRAN_0819,hypothetical protein,-0.57,4.80E-05,208.33,456.93,7.68,8.83,76G-FAM011053,Thaumi_prot_LH_FAM004636,N,Y,,
NFRAN_RS03455,NFRAN_0821,hypothetical protein,-0.5,7.82E-09,859.96,1783.82,9.73,10.8,76G-FAM011054,Thaumi_prot_LH_FAM004637,N,Y,,
NFRAN_RS03460,NFRAN_0822,HNH endonuclease,0.3,2.21E-01,9.11,10.75,3.16,3.39,76G-FAM011055,Thaumi_prot_LH_FAM004638,N,Y,,
NFRAN_RS03465,NFRAN_0823,hypothetical protein,-0.19,3.34E-01,12.39,20.58,3.6,4.36,76G-FAM011056,Thaumi_prot_LH_FAM004639,N,Y,,
NFRAN_RS03470,NFRAN_0824,MgtC/SapB family protein,0.18,2.58E-01,16.2,21.1,4.01,4.39,76G-FAM001884,Thaumi_prot_LH_FAM002439,N,Y,,
NFRAN_RS03475,NFRAN_0825,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,-0.15,1.88E-01,103.13,166.16,6.66,7.38,76G-FAM010862,Thaumi_prot_LH_FAM004447,N,Y,,
NFRAN_RS03480,NFRAN_0826,hypothetical protein,-0.03,9.12E-01,14.83,22.28,3.88,4.46,76G-FAM011057,Thaumi_prot_LH_FAM004640,N,Y,,
NFRAN_RS03485,NFRAN_0828,hypothetical protein,-3.41,4.28E-57,18.09,283.17,4.15,8.04,76G-FAM010064,Thaumi_prot_LH_FAM004226,N,Y,,
NFRAN_RS03490,NFRAN_0829,hypothetical protein,0.84,8.15E-04,21.6,17.57,4.34,4.11,76G-FAM007598,Thaumi_prot_LH_FAM000457,Y,Y,,
NFRAN_RS03495,NFRAN_0831,hypothetical protein,-0.68,6.88E-05,638.49,1474.45,9.25,10.51,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS03500,NFRAN_0832,hypothetical protein,0.66,4.35E-07,847.91,782.11,9.69,9.61,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS03505,NFRAN_0833,hypothetical protein,0.1,5.50E-01,90.37,122.81,6.47,6.92,76G-FAM010173,Thaumi_prot_LH_FAM003021,N,Y,,
NFRAN_RS03510,NFRAN_0834,winged helix-turn-helix domain-containing protein,0.62,7.20E-05,1302.07,1233.47,10.29,10.26,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,,
NFRAN_RS03515,NFRAN_0835,helix-turn-helix domain-containing protein,0.02,9.20E-01,31.09,44.93,4.93,5.48,76G-FAM001357,Thaumi_prot_LH_FAM001380,N,N,,
NFRAN_RS03520,NFRAN_0836,hypothetical protein,0.22,1.15E-01,1260.9,1580.72,10.27,10.62,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS03525,NFRAN_0838,hypothetical protein,1.61,2.06E-14,24.46,11.6,4.56,3.51,76G-FAM010434,Thaumi_prot_LH_FAM004033,N,Y,,
NFRAN_RS03530,NFRAN_TRNA12,tRNA-Val,-1.2,1.74E-01,4.56,15.75,#NUM!,3.42,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS03535,NFRAN_0842,discoidin domain-containing protein,0.64,1.28E-07,35.88,33.9,5.16,5.08,76G-FAM011128,Thaumi_prot_LH_FAM004833,N,Y,,
NFRAN_RS03540,NFRAN_0843,hypothetical protein,1.39,7.64E-03,5.99,3.51,2.51,1.59,76G-FAM035564,Thaumi_prot_LH_FAM013147,N,Y,,
NFRAN_RS03545,NFRAN_0844,hypothetical protein,1.07,4.70E-03,19.38,13.51,4.11,3.64,76G-FAM035565,Thaumi_prot_LH_FAM004641,N,Y,,
NFRAN_RS03550,NFRAN_0845,hypothetical protein,0.32,8.43E-01,0.57,0.74,#NUM!,-0.95,76G-FAM035566,Thaumi_prot_LH_FAM013148,N,Y,,
NFRAN_RS03555,NFRAN_0846,hypothetical protein,0.52,2.82E-01,7.67,8.1,2.75,2.93,76G-FAM009729,Thaumi_prot_LH_FAM002556,N,Y,,
NFRAN_RS03560,0,hypothetical protein,-0.04,8.63E-01,44.78,67.06,5.44,6.05,76G-FAM010753,Thaumi_prot_LH_FAM004337,N,Y,,
NFRAN_RS03565,NFRAN_0847,hypothetical protein,-0.72,1.04E-07,659.32,1587.26,9.34,10.63,76G-FAM011020,Thaumi_prot_LH_FAM004598,N,Y,,
NFRAN_RS03570,NFRAN_0849,putative quinol monooxygenase,-0.04,7.03E-01,479.86,722.57,8.89,9.49,76G-FAM010930,Thaumi_prot_LH_FAM004506,N,Y,,
NFRAN_RS03575,NFRAN_0850,hypothetical protein,-0.17,2.27E-01,29.56,48.49,4.86,5.59,76G-FAM011201,Thaumi_prot_LH_FAM004906,N,Y,,
NFRAN_RS03580,NFRAN_0851,hypothetical protein,-0.27,6.32E-02,46.62,81.85,5.52,6.35,76G-FAM011173,Thaumi_prot_LH_FAM004878,N,Y,,
NFRAN_RS03585,NFRAN_0852,beta-propeller fold lactonase family protein,-1.08,1.22E-15,54.45,168.38,5.73,7.39,76G-FAM011067,Thaumi_prot_LH_FAM004646,N,Y,,
NFRAN_RS03590,NFRAN_0854,ferredoxin family protein,0.7,1.07E-02,6.17,5.52,2.57,2.45,76G-FAM000562_0,Thaumi_prot_LH_FAM000965,Y,N,,
NFRAN_RS03595,NFRAN_0855,hypothetical protein,-1.03,4.63E-03,6.97,20.21,2.58,4.29,76G-FAM010670,Thaumi_prot_LH_FAM004256,N,Y,,
NFRAN_RS03600,NFRAN_0856,hypothetical protein,-0.16,3.20E-01,126.43,203.87,6.94,7.66,76G-FAM010482,Thaumi_prot_LH_FAM004082,N,Y,,
NFRAN_RS03605,NFRAN_0857,glycosyl hydrolase-related protein,-0.29,3.77E-03,51.66,92.06,5.67,6.52,76G-FAM011070,Thaumi_prot_LH_FAM004647,N,Y,,
NFRAN_RS03610,NFRAN_0858,hypothetical protein,-0.21,5.26E-02,418.11,710.02,8.7,9.46,76G-FAM011071,Thaumi_prot_LH_FAM004648,N,Y,,
NFRAN_RS03615,NFRAN_0859,hypothetical protein,0.32,1.74E-02,44.89,52.62,5.48,5.71,76G-FAM011072,Thaumi_prot_LH_FAM002512,N,Y,,
NFRAN_RS03620,NFRAN_0860,DNA double-strand break repair nuclease NurA,-0.37,6.99E-03,29.07,54.64,4.83,5.77,76G-FAM003267,Thaumi_prot_LH_FAM001543,N,N,,
NFRAN_RS03625,NFRAN_0861,AMP-binding protein,-0.11,2.15E-01,104.13,164.91,6.69,7.36,76G-FAM001567_0,Thaumi_prot_LH_FAM001381,N,N,,
NFRAN_RS03630,NFRAN_0862,hypothetical protein,-0.1,3.37E-01,224.9,354.12,7.81,8.47,76G-FAM011073,Thaumi_prot_LH_FAM004649,N,Y,,
NFRAN_RS03635,NFRAN_0863,class I SAM-dependent methyltransferase,-0.46,1.89E-01,16.19,33.12,3.89,5,76G-FAM035567,Thaumi_prot_LH_FAM013149,N,Y,,
NFRAN_RS03640,NFRAN_0865,tyrosine--tRNA ligase,-0.52,4.40E-05,60.6,126.84,5.89,6.98,76G-FAM000851,Thaumi_prot_LH_FAM000788,N,N,,
NFRAN_RS03645,NFRAN_0866,hypothetical protein,-0.34,8.69E-03,53.27,98.99,5.72,6.62,76G-FAM011075,Thaumi_prot_LH_FAM004651,N,Y,,
NFRAN_RS03650,NFRAN_0867,CDC48 family AAA ATPase,0.45,1.41E-04,651.9,706.76,9.34,9.46,76G-FAM000165_0,Thaumi_prot_LH_FAM000348_0,Y,N,,
NFRAN_RS03655,NFRAN_0868,hypothetical protein,0.89,1.42E-12,662.98,521.64,9.34,9.02,76G-FAM011006,Thaumi_prot_LH_FAM004581,N,Y,,
NFRAN_RS03660,NFRAN_0869,tRNA pseudouridine(13) synthase TruD,-0.04,8.04E-01,32.35,48.72,4.98,5.6,76G-FAM000838,Thaumi_prot_LH_FAM000342,N,N,,
NFRAN_RS03665,NFRAN_0870,hypothetical protein,-0.14,4.17E-01,89.75,145.24,6.49,7.17,76G-FAM011076,Thaumi_prot_LH_FAM004652,N,Y,,
NFRAN_RS03670,NFRAN_0871,hypothetical protein,-0.4,9.51E-02,17.59,33.71,4.06,5.05,76G-FAM011077,Thaumi_prot_LH_FAM004653,N,Y,,
NFRAN_RS03675,NFRAN_0872,DUF4149 domain-containing protein,-0.25,1.25E-01,15.14,26.24,3.9,4.71,76G-FAM008064,Thaumi_prot_LH_FAM000860,N,Y,,
NFRAN_RS03680,NFRAN_0873,hypothetical protein,-0.43,7.22E-07,148.48,292.89,7.2,8.19,76G-FAM008144,Thaumi_prot_LH_FAM002699,N,Y,,
NFRAN_RS03685,NFRAN_0874,transcriptional regulator,-0.11,5.65E-01,321.37,506.16,8.28,8.98,76G-FAM000280,Thaumi_prot_LH_FAM000373,N,N,,
NFRAN_RS03690,NFRAN_0876,hypothetical protein,-0.15,2.88E-01,327.12,530.48,8.33,9.05,76G-FAM011079,Thaumi_prot_LH_FAM004654,N,Y,,
NFRAN_RS03695,NFRAN_0877,adenylate/guanylate cyclase domain-containing protein,-0.07,6.00E-01,60.88,93.2,5.91,6.54,76G-FAM011080,Thaumi_prot_LH_FAM004655,N,Y,,
NFRAN_RS03700,NFRAN_0878,ATP-binding cassette domain-containing protein,-1.02,8.49E-10,57.33,169.1,5.78,7.4,76G-FAM000031_3,Thaumi_prot_LH_FAM001126,Y,N,,
NFRAN_RS03705,NFRAN_0879,ABC transporter permease,-0.87,3.52E-07,23.88,63.48,4.52,5.98,76G-FAM000759,Thaumi_prot_LH_FAM004656,N,N,,
NFRAN_RS03710,NFRAN_0881,cache domain-containing protein,-0.73,8.97E-04,2.89,6.97,1.51,2.79,76G-FAM010728,Thaumi_prot_LH_FAM004313,N,Y,,
NFRAN_RS13575,0,hypothetical protein,0.33,8.68E-01,0.45,0.59,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM005649,#N/A,#N/A,,
NFRAN_RS03715,NFRAN_0882,DDE-type integrase/transposase/recombinase,0.33,5.91E-01,1.68,1.95,0.72,0.67,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS13580,0,tRNA-Gly,-0.24,2.77E-01,188.96,324.81,7.48,8.34,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS03720,NFRAN_0883,hypothetical protein,0.09,3.39E-01,359.95,495.48,8.48,8.95,76G-FAM010277,Thaumi_prot_LH_FAM002700,N,Y,,
NFRAN_RS03725,NFRAN_0884,precorrin-3B C(17)-methyltransferase,0.14,2.68E-01,433,580.53,8.75,9.18,76G-FAM005620,Thaumi_prot_LH_FAM000787,Y,Y,,
NFRAN_RS03730,NFRAN_0885,aspartate kinase,-0.21,3.58E-02,120.36,203.8,6.9,7.67,76G-FAM000861,Thaumi_prot_LH_FAM000785,Y,N,,
NFRAN_RS03735,NFRAN_0886,proliferating cell nuclear antigen (pcna),-0.26,7.21E-04,351.53,613.77,8.44,9.26,76G-FAM000607,Thaumi_prot_LH_FAM000784,Y,N,,
NFRAN_RS03740,NFRAN_0887,transcription factor S,-0.34,7.64E-04,300.88,552.86,8.21,9.11,76G-FAM000669,Thaumi_prot_LH_FAM000783,N,N,,
NFRAN_RS03745,NFRAN_0888,RpoL/Rpb11 RNA polymerase subunit family protein,-0.3,3.07E-02,68.65,123.2,6.07,6.94,76G-FAM002597,Thaumi_prot_LH_FAM000782,N,N,,
NFRAN_RS03750,NFRAN_0889,hypothetical protein,-0.83,3.44E-05,40.72,103.57,5.25,6.68,76G-FAM004913,Thaumi_prot_LH_FAM000698,Y,N,,
NFRAN_RS13585,NFRAN_0890,hypothetical protein,-0.2,3.03E-01,144.97,248.35,7.17,7.95,#N/A,Thaumi_prot_LH_FAM000697,#N/A,#N/A,,
NFRAN_RS03755,NFRAN_0891,Rieske 2Fe-2S domain-containing protein,-0.55,1.11E-03,92.27,196.74,6.48,7.61,76G-FAM001504_0,Thaumi_prot_LH_FAM000737_0,Y,N,,
NFRAN_RS03760,NFRAN_0892,DUF4364 family protein,-0.42,4.24E-02,205.09,405.01,7.62,8.65,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,,
NFRAN_RS03765,NFRAN_0893,asparagine--tRNA ligase,0.53,1.08E-03,229.24,238.09,7.83,7.89,76G-FAM000816_0,Thaumi_prot_LH_FAM000143,Y,N,,
NFRAN_RS03770,NFRAN_0894,DUF763 domain-containing protein,-0.51,2.31E-05,53.41,110.67,5.71,6.78,76G-FAM000468,Thaumi_prot_LH_FAM003054,N,N,,
NFRAN_RS03775,NFRAN_0895,aconitase X catalytic domain-containing protein,-0.2,5.89E-02,92.82,156.42,6.52,7.29,76G-FAM000620,Thaumi_prot_LH_FAM001090,N,N,,
NFRAN_RS03780,NFRAN_0896,DUF126 domain-containing protein,-0.29,1.22E-02,46.07,82.31,5.51,6.36,76G-FAM000724,Thaumi_prot_LH_FAM001091,N,N,,
NFRAN_RS03785,NFRAN_0898,hypothetical protein,0.14,4.25E-01,105.31,139.37,6.69,7.11,76G-FAM000636,Thaumi_prot_LH_FAM001083,N,N,,
NFRAN_RS03790,NFRAN_0899,TIGR00269 family protein,-0.21,1.40E-01,39,66.8,5.27,6.06,76G-FAM000049,Thaumi_prot_LH_FAM000038,Y,N,,
NFRAN_RS03795,NFRAN_0900,hypothetical protein,-1.02,1.51E-12,943.68,2806.69,9.86,11.42,76G-FAM011081,Thaumi_prot_LH_FAM004657,N,Y,,
NFRAN_RS03800,NFRAN_0901,ammonia monooxygenase subunit Z,0.59,1.16E-09,2230.76,2174.36,11.11,11.08,76G-FAM007699,Thaumi_prot_LH_FAM001769,Y,Y,,
NFRAN_RS03805,NFRAN_0902,30S ribosomal protein S15,-0.53,6.35E-08,946.34,1996.63,9.87,10.96,76G-FAM000235,Thaumi_prot_LH_FAM000068,Y,N,,
NFRAN_RS03810,NFRAN_0903,hypothetical protein,-0.17,9.61E-02,126.54,207.38,6.96,7.69,76G-FAM011082,Thaumi_prot_LH_FAM004658,N,Y,,
NFRAN_RS03815,NFRAN_0904,KEOPS complex subunit Pcc1,0.09,6.06E-01,39.24,53.67,5.26,5.74,76G-FAM000233,Thaumi_prot_LH_FAM001770,N,N,,
NFRAN_RS03820,NFRAN_0905,serine--tRNA ligase,-0.13,1.27E-01,97.47,156.79,6.6,7.29,76G-FAM000542,Thaumi_prot_LH_FAM000066,N,N,,
NFRAN_RS03825,NFRAN_0906,ammonia monooxygenase subunit Y,0.41,7.45E-03,2413.33,2625.59,11.18,11.35,76G-FAM007700,Thaumi_prot_LH_FAM000255,Y,Y,,
NFRAN_RS03830,NFRAN_0907,hypothetical protein,-0.02,9.32E-01,33.29,48.94,4.97,5.6,76G-FAM011083,Thaumi_prot_LH_FAM004659,N,Y,,
NFRAN_RS03835,NFRAN_0909,hypothetical protein,-0.14,5.15E-01,47.57,76.2,5.51,6.25,76G-FAM007426,Thaumi_prot_LH_FAM000004,Y,Y,,
NFRAN_RS03840,NFRAN_0910,plastocyanin/azurin family copper-binding protein,0.03,8.59E-01,359.61,516.12,8.46,9.01,76G-FAM002825_0,Thaumi_prot_LH_FAM000003_0,Y,N,,
NFRAN_RS03845,NFRAN_0912,cytochrome b N-terminal domain-containing protein,0.37,2.41E-04,646.88,733.35,9.32,9.52,#N/A,Thaumi_prot_LH_FAM000002,#N/A,#N/A,,
NFRAN_RS03850,NFRAN_0913,twin-arginine translocation signal domain-containing protein,0.09,3.81E-01,871.13,1208.13,9.76,10.24,76G-FAM001204,Thaumi_prot_LH_FAM000001,Y,N,,
NFRAN_RS03855,NFRAN_0914,rhomboid family intramembrane serine protease,0.32,1.16E-03,50.4,58.91,5.64,5.88,76G-FAM000972,Thaumi_prot_LH_FAM001001,Y,N,,
NFRAN_RS13390,NFRAN_0915,hypothetical protein,0.65,3.55E-03,56.03,53.26,5.79,5.72,#N/A,Thaumi_prot_LH_FAM000270,#N/A,#N/A,,
NFRAN_RS03860,NFRAN_0916,Lrp/AsnC ligand binding domain-containing protein,0.2,3.16E-01,87.81,111.91,6.43,6.79,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,,
NFRAN_RS03865,NFRAN_0917,transcriptional regulator,0.45,2.97E-05,191.07,204,7.56,7.67,76G-FAM007384,Thaumi_prot_LH_FAM001538,N,Y,,
NFRAN_RS03870,0,tRNA-Asp,0.02,9.52E-01,103.77,148.91,6.58,7.18,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS03875,NFRAN_0918,hypothetical protein,0.1,3.82E-01,677.76,931.85,9.4,9.86,76G-FAM011084,Thaumi_prot_LH_FAM004660,N,Y,,
NFRAN_RS13590,NFRAN_0919,hypothetical protein,1.14,3.98E-04,26.21,17.57,4.71,4.01,#N/A,Thaumi_prot_LH_FAM004351,#N/A,#N/A,,
NFRAN_RS03880,NFRAN_0920,response regulator,0.25,2.50E-01,28.81,34.96,4.78,5.11,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,
NFRAN_RS03885,NFRAN_0921,hypothetical protein,1.18,4.31E-04,18.54,11.79,4.09,3.48,76G-FAM003660,Thaumi_prot_LH_FAM003681,N,N,,
NFRAN_RS03890,NFRAN_0922,hypothetical protein,0.78,4.85E-06,256.72,217.83,7.94,7.76,76G-FAM011085,Thaumi_prot_LH_FAM004661,N,Y,,
NFRAN_RS03895,NFRAN_0923,hypothetical protein,-0.49,2.11E-03,40.98,84.47,5.33,6.39,76G-FAM011086,Thaumi_prot_LH_FAM002929,N,Y,,
NFRAN_RS03900,NFRAN_0924,transcription initiation factor IIB family protein,2.08,3.11E-24,169.66,59.05,7.37,5.81,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,
NFRAN_RS03905,NFRAN_0926,NADP-dependent malic enzyme,0.55,1.99E-05,61.32,60.97,5.91,5.92,76G-FAM000845,Thaumi_prot_LH_FAM001623,N,N,,
NFRAN_RS03910,NFRAN_0929,hypothetical protein,0.02,9.18E-01,74.32,107.14,6.18,6.74,76G-FAM009070,Thaumi_prot_LH_FAM000266,N,Y,,
NFRAN_RS03915,NFRAN_0930,inositol monophosphatase family protein,-0.1,4.47E-01,52.21,81.99,5.69,6.35,76G-FAM002708,Thaumi_prot_LH_FAM000917,Y,N,,
NFRAN_RS03920,NFRAN_0931,ATP-binding protein,-0.37,4.34E-04,68.39,129.24,6.08,7.01,76G-FAM000748,Thaumi_prot_LH_FAM001544,N,N,,
NFRAN_RS03925,NFRAN_0932,hypothetical protein,-0.46,3.37E-04,51.82,104.9,5.68,6.71,76G-FAM009981,Thaumi_prot_LH_FAM003040,N,Y,,
NFRAN_RS03930,NFRAN_0933,hypothetical protein,-0.1,5.36E-01,204.33,318.96,7.63,8.32,76G-FAM035568,Thaumi_prot_LH_FAM013150,N,Y,,
NFRAN_RS03935,NFRAN_0934,SMC family ATPase,-0.24,1.12E-02,43.49,75.4,5.43,6.23,76G-FAM003266,Thaumi_prot_LH_FAM001546,N,N,,
NFRAN_RS03940,NFRAN_0935,DNA repair exonuclease,-0.3,9.99E-03,61.73,112.3,5.94,6.81,76G-FAM000749,Thaumi_prot_LH_FAM001545,N,N,,
NFRAN_RS13595,NFRAN_0936,hypothetical protein,-0.13,8.94E-01,1.45,2.38,0.15,1.19,#N/A,Thaumi_prot_LH_FAM003038,#N/A,#N/A,,
NFRAN_RS03945,NFRAN_0938,hypothetical protein,0.2,3.42E-01,49.92,63.46,5.6,5.97,76G-FAM007524,Thaumi_prot_LH_FAM000970,Y,Y,,
NFRAN_RS03950,NFRAN_0939,UbiD family decarboxylase,0.36,3.53E-03,139.71,159.74,7.11,7.32,76G-FAM000614,Thaumi_prot_LH_FAM000969,Y,N,,
NFRAN_RS03955,NFRAN_0941,hypothetical protein,0.39,1.12E-02,256.24,283.81,7.96,8.14,76G-FAM009851,Thaumi_prot_LH_FAM003682,N,Y,,
NFRAN_RS03960,NFRAN_0943,DDE-type integrase/transposase/recombinase,0.29,7.15E-01,0.79,0.92,-0.66,-0.25,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS13600,0,hypothetical protein,1.5,9.73E-03,11.11,5.57,2.98,2.44,#N/A,Thaumi_prot_LH_FAM004859,#N/A,#N/A,,
NFRAN_RS03965,NFRAN_0944,hypothetical protein,-0.22,3.22E-01,24.28,41.61,4.56,5.38,76G-FAM011091,Thaumi_prot_LH_FAM004667,N,Y,,
NFRAN_RS03970,NFRAN_0945,hypothetical protein,-0.74,4.99E-12,239.3,583.72,7.88,9.19,76G-FAM010992,Thaumi_prot_LH_FAM004567,N,Y,,
NFRAN_RS03975,NFRAN_0946,hypothetical protein,0.74,2.63E-06,597.35,522.89,9.17,9.03,76G-FAM011089,Thaumi_prot_LH_FAM004665,N,Y,,
NFRAN_RS03980,NFRAN_0947,hypothetical protein,0.14,3.06E-01,370.77,487.45,8.5,8.93,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS03985,NFRAN_0949,NAD-dependent epimerase/dehydratase family protein,0.73,5.03E-11,54.39,48.31,5.76,5.59,76G-FAM003006,Thaumi_prot_LH_FAM002011,N,N,,
NFRAN_RS03990,NFRAN_0952,hypothetical protein,-0.4,2.79E-02,76.71,145.62,6.19,7.18,76G-FAM011093,Thaumi_prot_LH_FAM004669,N,Y,,
NFRAN_RS03995,NFRAN_0955,plastocyanin/azurin family copper-binding protein,-1.03,9.69E-22,312.42,933.85,8.27,9.86,76G-FAM009749,Thaumi_prot_LH_FAM003513,N,Y,,
NFRAN_RS04000,NFRAN_0956,hypothetical protein,0.35,1.19E-02,2392.15,2724.87,11.18,11.41,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS04005,NFRAN_0957,DsrE family protein,-0.36,1.78E-02,25.52,47.58,4.65,5.57,76G-FAM010441,Thaumi_prot_LH_FAM004038,N,Y,,
NFRAN_RS04010,NFRAN_0959,DoxX family protein,0.15,3.60E-01,173.36,233.59,7.43,7.86,76G-FAM001571,Thaumi_prot_LH_FAM000155,N,N,,
NFRAN_RS04015,NFRAN_0960,hypothetical protein,-0.22,9.18E-01,0.21,0.39,#NUM!,#NUM!,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS04020,0,hypothetical protein,-0.04,9.81E-01,0.16,0.23,#NUM!,-2.26,76G-FAM003153,Thaumi_prot_LH_FAM005652,N,N,,
NFRAN_RS04025,NFRAN_0961,hypothetical protein,0.37,5.88E-01,1.61,1.82,0.32,0.71,76G-FAM010972,Thaumi_prot_LH_FAM004547,N,Y,,
NFRAN_RS04030,NFRAN_0962,S8 family peptidase,-0.17,1.38E-01,141.23,234.31,7.13,7.87,76G-FAM010557,Thaumi_prot_LH_FAM004157,N,Y,,
NFRAN_RS04035,NFRAN_0964,hypothetical protein,0.93,2.25E-02,45.37,36.14,5.38,5.16,76G-FAM010536,Thaumi_prot_LH_FAM003162,N,Y,,
NFRAN_RS04040,NFRAN_0965,hypothetical protein,0.65,2.51E-03,5.86,5.51,2.54,2.45,76G-FAM010642,Thaumi_prot_LH_FAM004234,N,Y,,
NFRAN_RS04045,NFRAN_0966,hypothetical protein,-0.91,4.14E-01,0.57,1.66,#NUM!,0.22,76G-FAM010513,Thaumi_prot_LH_FAM004111,N,Y,,
NFRAN_RS04050,NFRAN_0967,hypothetical protein,0.76,3.75E-01,1.77,1.62,0.64,0.21,76G-FAM035569,Thaumi_prot_LH_FAM013151,N,Y,,
NFRAN_RS04055,NFRAN_0968,hypothetical protein,0.04,9.52E-01,3.11,4.62,1.53,2.16,76G-FAM035570,Thaumi_prot_LH_FAM013152,N,Y,,
NFRAN_RS04060,NFRAN_0969,hypothetical protein,0.52,2.99E-01,5.07,5.3,2.17,2.35,76G-FAM035571,Thaumi_prot_LH_FAM013153,N,Y,,
NFRAN_RS04065,NFRAN_0970,hypothetical protein,0.08,7.75E-01,21.73,30.63,4.39,4.93,76G-FAM011088,Thaumi_prot_LH_FAM004664,N,Y,,
NFRAN_RS04070,NFRAN_0971,hypothetical protein,-0.55,1.78E-01,6.44,13.77,2.59,3.71,76G-FAM011275,Thaumi_prot_LH_FAM013154,N,Y,,
NFRAN_RS13605,NFRAN_0972,hypothetical protein,-0.3,3.78E-01,8.89,15.99,3.11,3.98,#N/A,Thaumi_prot_LH_FAM013155,#N/A,#N/A,,
NFRAN_RS04075,NFRAN_0973,hypothetical protein,0.32,5.46E-01,7.65,8.99,2.78,3.05,76G-FAM010485,Thaumi_prot_LH_FAM004083,N,Y,,
NFRAN_RS14295,0,hypothetical protein,0.12,7.32E-01,14.56,20.04,3.85,4.32,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS04080,NFRAN_0974,FAD-dependent oxidoreductase,0.23,5.62E-02,22.92,28.75,4.51,4.84,76G-FAM010589,Thaumi_prot_LH_FAM004187,N,Y,,
NFRAN_RS04085,NFRAN_0975,NADPH-dependent FMN reductase,-0.42,7.80E-04,77.07,151.22,6.25,7.24,76G-FAM010638,Thaumi_prot_LH_FAM004229,N,Y,,
NFRAN_RS04090,NFRAN_0977,radical SAM protein,0.45,6.46E-03,30.63,32.71,4.9,5.02,76G-FAM003818,Thaumi_prot_LH_FAM000695,N,N,,
NFRAN_RS14300,NFRAN_0979,hypothetical protein,1.12,9.32E-02,7.59,4.91,2.39,2.21,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS04095,NFRAN_0980,hypothetical protein,0.77,9.74E-03,7.85,6.92,2.95,2.77,76G-FAM010724,Thaumi_prot_LH_FAM004309,N,Y,,
NFRAN_RS04100,NFRAN_0981,hypothetical protein,0.11,7.90E-01,8.93,12.15,3.08,3.56,76G-FAM035572,Thaumi_prot_LH_FAM013156,N,Y,,
NFRAN_RS04105,NFRAN_0982,hypothetical protein,0.32,1.76E-01,22.14,25.84,4.41,4.68,76G-FAM010130,Thaumi_prot_LH_FAM002642,N,Y,,
