Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved_LH,Rank TPM
NVIE_022060,NVIE_RS10605,protein of unknown function,0.44,5.06E-02,7.86,7.14,2.95,2.82,76G-FAM035324,Thaumi_prot_LH_FAM008650,N,Y,NV,NV,2759
NVIE_009320,NVIE_RS04555,protein of unknown function,0.43,2.44E-03,12.94,11.74,3.68,3.55,76G-FAM003497,Thaumi_prot_LH_FAM008509,N,N,NV,NV,2576
NVIE_010900,NVIE_RS05275,putative phosphoribosyl transferase,0.43,2.50E-02,48.58,44.47,5.59,5.41,76G-FAM000498,Thaumi_prot_LH_FAM002834,N,N,NV+NF,NV+NF,1811
NVIE_026260,NVIE_RS12545,Isochorismatase hydrolase,0.43,7.98E-06,152.22,138.56,7.25,7.11,76G-FAM009697,Thaumi_prot_LH_FAM002770,N,Y,NV+NF,NV+NF,922
NVIE_023860,NVIE_RS11425,putative putative UDP-glucose/GDP-mannose dehydrogenase,0.43,1.87E-02,35.9,32.89,5.14,5.02,76G-FAM009244,Thaumi_prot_LH_FAM002342,N,Y,NV+NF,NV+NF,2010
NVIE_009660,NVIE_RS04715,protein of unknown function,0.43,2.52E-01,7.13,6.41,2.68,2.68,76G-FAM004520_0,Thaumi_prot_LH_FAM000922,N,N,NV+NF+NM,NV+NF+NM,2786
NVIE_029970,NVIE_RS14340,protein of unknown function,0.43,1.06E-01,9.68,8.9,3.27,3.1,76G-FAM009963,Thaumi_prot_LH_FAM003877,N,Y,NV,NV,2690
NVIE_027030,NVIE_RS12930,"ABC efflux transporter, ATP-binding protein",0.43,1.05E-03,33.71,30.88,5.07,4.95,76G-FAM000031_0,Thaumi_prot_LH_FAM000504,Y,N,NV+NF+NM,NV+NF+NM,2052
NVIE_019780,NVIE_RS09525,conserved protein of unknown function,0.43,3.82E-02,28.14,25.58,4.79,4.65,76G-FAM009703,Thaumi_prot_LH_FAM002637,N,Y,NV,NV,2173
NVIE_1576,NVIE_RS15385,protein of unknown function,0.43,7.98E-03,79.93,72.63,6.32,6.16,#N/A,Thaumi_prot_LH_FAM003683,#N/A,#N/A,NA,NV,1447
NVIE_020760,NVIE_RS09970,putative arsenite methyltransferase,0.42,5.87E-03,20.22,18.42,4.32,4.19,76G-FAM002666,Thaumi_prot_LH_FAM001267,N,N,NV+NF,NV+NF,2366
NVIE_007040,NVIE_RS03420,Methyltransferase type 12,0.42,3.65E-04,126.29,115.71,6.97,6.85,76G-FAM009734,Thaumi_prot_LH_FAM003565,N,Y,NV+NF,NV+NF,1061
NVIE_024570,NVIE_RS11780,Six-hairpin glycosidase-like protein,0.42,5.31E-04,80.92,74.55,6.34,6.21,76G-FAM010355,Thaumi_prot_LH_FAM002664,N,Y,NV+NF,NV+NF,1441
NVIE_001810,NVIE_RS00880,protein of unknown function,0.42,1.02E-01,38.29,34.87,5.16,5.09,76G-FAM010017,Thaumi_prot_LH_FAM003500,N,Y,NV,NV,1971
NVIE_008010,NVIE_RS03910,"AAA family ATPase, CDC48 subfamily protein",0.42,5.23E-05,174.86,160.26,7.45,7.32,76G-FAM000165_0,Thaumi_prot_LH_FAM000348_0,Y,N,NV+NF+NM,NV+NF+NM,821
NVIE_001570,NVIE_RS00775,"putative membrane associated signal transduction histidine kinase, with extracellular ligand binding and ATP binding domain",0.42,1.66E-04,194.07,178.68,7.6,7.48,76G-FAM010008,Thaumi_prot_LH_FAM003494,N,Y,NV,NV,738
NVIE_015310,NVIE_RS07445,alpha-D-phosphohexomutase,0.42,4.48E-03,142.89,131.35,7.14,7.03,76G-FAM002304,Thaumi_prot_LH_FAM000593,Y,N,NV+NF+NM,NV+NF+NM,971
NVIE_028660,NVIE_RS13685,putative UspA domain protein,0.42,1.44E-02,46.52,42.53,5.51,5.39,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_0,N,N,NV+NF+NM,NV+NF+NM,1846
NVIE_029350,NVIE_RS14045,protein of unknown function,0.42,2.51E-01,13.79,12.58,3.74,3.5,76G-FAM011236,Thaumi_prot_LH_FAM008793,N,Y,NV,NV,2544
NVIE_020770,NVIE_RS09975,"putative transcriptional regulator, HxlR family",0.42,3.42E-04,60.21,55.36,5.91,5.79,76G-FAM008529,Thaumi_prot_LH_FAM001266,N,Y,NV+NF,NV+NF,1672
NVIE_001150,NVIE_RS00565,exported protein of unknown function,0.42,2.30E-01,6.53,5.9,2.63,2.53,76G-FAM010098,Thaumi_prot_LH_FAM003485,N,Y,NV,NV,2816
NVIE_029980,NVIE_RS14345,protein of unknown function,0.42,4.38E-02,46.31,42.67,5.5,5.38,76G-FAM009964,Thaumi_prot_LH_FAM003878,N,Y,NV,NV,1849
NVIE_015040,NVIE_RS07300,citrate synthase,0.41,2.58E-03,398.43,368.22,8.62,8.52,76G-FAM000895,Thaumi_prot_LH_FAM000437,Y,N,NV+NF+NM,NV+NF+NM,375
NVIE_016150,NVIE_RS07845,"peptide/opine/nickel ABC uptake transporter, ATP-binding protein",0.41,6.85E-03,128.42,118.54,6.98,6.88,76G-FAM000031_1,Thaumi_prot_LH_FAM000246,Y,N,NV+NF+NM,NV+NF+NM,1052
NVIE_019490,#N/A,protein of unknown function,0.41,4.49E-01,4.99,4.69,2.3,1.81,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2873
NVIE_010560,NVIE_RS05125,hypothetical protein,0.41,5.13E-03,325.85,300.8,8.33,8.23,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,NV+NF+NM,NV+NF,457
NVIE_007150,NVIE_RS03475,"ABC efflux transporter, ATP-binding protein, Drug Exporter-1 (DrugE1) Family",0.41,2.29E-03,93.9,87.42,6.55,6.43,76G-FAM000031_3,Thaumi_prot_LH_FAM001126,Y,N,NV+NF+NM,NV+NF+NM,1323
NVIE_005630,NVIE_RS02765,protein of unknown function,0.41,3.88E-03,1293.64,1194.09,10.33,10.22,76G-FAM010118,Thaumi_prot_LH_FAM003546,N,Y,NV,NV,82
NVIE_023260,NVIE_RS11155,putative cupredoxin,0.41,1.02E-02,95.28,87.99,6.55,6.45,76G-FAM009749,Thaumi_prot_LH_FAM003513,N,Y,NV+NF,NV+NF,1306
NVIE_011540,NVIE_RS15315,protein of unknown function,0.41,4.71E-01,4.75,4.29,1.98,2.02,#N/A,Thaumi_prot_LH_FAM003631,#N/A,#N/A,NA,NV,2887
NVIE_020200,NVIE_RS09710,hypothetical protein,0.41,1.11E-02,57.08,52.53,5.83,5.69,76G-FAM008042,Thaumi_prot_LH_FAM002744,N,Y,NV+NF,NV+NF,1711
NVIE_006480,NVIE_RS03170,hypothetical protein,0.41,2.16E-04,180.28,166.03,7.48,7.37,76G-FAM004944,Thaumi_prot_LH_FAM001810,N,Y,NV+NF+NM,NV+NF+NM,795
NVIE_015840,NVIE_RS07695,putative arsenical pump membrane protein,0.41,3.02E-04,40.45,37.54,5.34,5.23,76G-FAM004898,Thaumi_prot_LH_FAM003690,N,N,NV+NF,NV+NF,1937
NVIE_023670,NVIE_RS11335,translation initiation factor 1a,0.41,1.92E-01,8.47,7.83,3.01,2.92,76G-FAM000703,Thaumi_prot_LH_FAM000421,Y,N,NV+NF+NM,NV+NF+NM,2724
NVIE_020820,NVIE_RS10000,putative Ppx/GppA phosphatase,0.41,7.28E-04,61.71,57.32,5.94,5.83,76G-FAM003534,Thaumi_prot_LH_FAM001311,N,N,NV,NV,1654
NVIE_004820,NVIE_RS02345,hypothetical protein,0.41,1.69E-02,23.33,21.78,4.54,4.43,76G-FAM007810,Thaumi_prot_LH_FAM000546,N,Y,NV+NF+NM,NV+NF+NM,2288
NVIE_010530,NVIE_RS05110,exported protein of unknown function,0.41,5.15E-02,20.4,18.98,4.33,4.23,76G-FAM010213,Thaumi_prot_LH_FAM002797,N,Y,NV,NV,2360
NVIE_009730,NVIE_RS04740,uncharacterised protein,0.41,1.04E-04,329.75,306.3,8.36,8.26,76G-FAM000828,Thaumi_prot_LH_FAM001294,N,N,NV,NV,448
NVIE_025500,NVIE_RS12195,SNF7-domain-containing protein,0.4,5.31E-03,578.05,539,9.17,9.05,76G-FAM000095_0,Thaumi_prot_LH_FAM000545,Y,N,NV+NF+NM,NV+NF+NM,238
NVIE_027110,NVIE_RS12965,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain protein",0.4,4.64E-05,35.22,32.64,5.13,5.02,76G-FAM002629,Thaumi_prot_LH_FAM002823,N,N,NV,NV,2025
NVIE_009890,NVIE_RS04810,chemoreceptor glutamine deamidase CheD,0.4,7.56E-02,12.61,11.6,3.61,3.52,76G-FAM007972,Thaumi_prot_LH_FAM001481,N,Y,NV,NV,2589
NVIE_1060,NVIE_RS05035,protein of unknown function,0.4,2.72E-02,8.57,7.91,3.09,2.97,76G-FAM010211,Thaumi_prot_LH_FAM003615,N,Y,NV,NV,2722
NVIE_025280,NVIE_RS12085,Zn-dependent hydrolase of the beta-lactamase fold,0.4,1.57E-04,168.77,157.08,7.4,7.28,76G-FAM000514,Thaumi_prot_LH_FAM001210,N,N,NV+NF,NV+NF,846
NVIE_023870,NVIE_RS11430,putative exported polysaccharide deacetylase family protein,0.4,1.89E-02,19.91,18.54,4.29,4.21,76G-FAM009245,Thaumi_prot_LH_FAM002343,N,Y,NV,NV,2378
NVIE_019610,NVIE_RS15470,protein of unknown function,0.4,4.52E-03,48.62,45.05,5.6,5.48,#N/A,Thaumi_prot_LH_FAM008610,#N/A,#N/A,NA,NV,1808
NVIE_019450,NVIE_RS09390,protein of unknown function,0.4,7.22E-02,17.62,16.3,4.11,4,76G-FAM035295,Thaumi_prot_LH_FAM008608,N,Y,NV,NV,2421
NVIE_015600,NVIE_RS07600,exported protein of unknown function,0.4,3.42E-03,52.41,48.87,5.71,5.61,76G-FAM009845,Thaumi_prot_LH_FAM003684,N,Y,NV,NV,1759
NVIE_000360,NVIE_RS14670,4Fe-4S ferredoxin iron-sulfur binding domain protein,0.4,2.03E-02,1131.41,1054.77,10.12,10.03,#N/A,Thaumi_prot_LH_FAM000601,#N/A,#N/A,NA,NV+NF+NM,99
NVIE_000530,NVIE_RS00270,putative copper-containing nitrite reductase,0.4,7.16E-05,15688.3,14589.11,13.93,13.83,76G-FAM009983,Thaumi_prot_LH_FAM002621,N,Y,NV,NV,9
NVIE_018000,NVIE_RS08755,putative glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein,0.4,2.17E-01,4.41,4.08,2.09,1.97,76G-FAM008414,Thaumi_prot_LH_FAM003726,N,Y,NV+NF,NV+NF,2905
NVIE_015390,NVIE_RS07480,protein of unknown function,0.4,5.01E-02,13.53,12.57,3.75,3.61,76G-FAM000144,Thaumi_prot_LH_FAM002026,N,N,NV+NF+NM,NV+NF+NM,2553
NVIE_014890,NVIE_RS07230,protein of unknown function,0.39,8.53E-02,18.84,17.46,4.2,4.09,76G-FAM010317,Thaumi_prot_LH_FAM003671,N,Y,NV,NV,2400
NVIE_020090,NVIE_RS09665,exported protein of unknown function,0.39,4.64E-03,147,137.67,7.19,7.1,76G-FAM035303,Thaumi_prot_LH_FAM008621,N,Y,NV,NV,942
NVIE_006370,#N/A,protein of unknown function,0.39,7.63E-01,0.81,0.78,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3110
NVIE_028560,NVIE_RS13630,"ABC efflux transporter, FtsX-domain permease protein",0.39,4.06E-01,652.48,613.97,9.19,9.22,76G-FAM002979,Thaumi_prot_LH_FAM001307,N,N,NV+NF,NV+NF,203
NVIE_023740,NVIE_RS11365,conserved protein of unknown function,0.39,4.74E-02,39.47,36.47,5.27,5.17,76G-FAM011546,Thaumi_prot_LH_FAM003806,N,Y,NV,NV,1952
NVIE_008380,NVIE_RS04090,Copper-exporting P-type ATPase A,0.39,3.42E-04,66.14,61.99,6.04,5.94,76G-FAM001010,Thaumi_prot_LH_FAM002248,N,N,NV+NF,NV+NF,1600
NVIE_005820,NVIE_RS02855,putative DNA methylase N-4/N-6 domain protein,0.39,2.28E-03,609.87,571.78,9.25,9.16,76G-FAM009556,Thaumi_prot_LH_FAM001323,N,Y,NV+NF,NV+NF,224
NVIE_015470,NVIE_RS07540,"Transcriptional regulator, HxlR family",0.39,8.42E-04,49.73,46.55,5.64,5.54,76G-FAM001357,Thaumi_prot_LH_FAM001380,N,N,NV+NF+NM,NV+NF+NM,1792
NVIE_t0370,NVIE_RS14120,tRNA-Arg,0.39,7.24E-01,2.36,2.15,#NUM!,0.72,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3008
NVIE_029820,NVIE_RS14265,putative integral membrane ClpP-type serine endoprotease,0.39,1.78E-02,5.44,5.13,2.44,2.35,76G-FAM001587,Thaumi_prot_LH_FAM003236,N,N,NV,NV,2859
NVIE_014930,NVIE_RS07250,"ABC uptake transporter, permease protein",0.39,1.95E-02,23.93,22.49,4.56,4.48,76G-FAM007650,Thaumi_prot_LH_FAM002670,N,Y,NV+NF,NV+NF,2270
NVIE_026400,NVIE_RS12615,protein of unknown function,0.39,6.78E-02,56.26,52.32,5.75,5.7,76G-FAM009858,Thaumi_prot_LH_FAM003839,N,Y,NV,NV,1720
NVIE_026900,NVIE_RS12860,conserved protein of unknown function,0.39,3.16E-01,7.71,7.1,2.81,2.76,76G-FAM035410,Thaumi_prot_LH_FAM008759,N,Y,NV,NV,2763
NVIE_017580,NVIE_RS08560,conserved protein of unknown function,0.39,2.96E-02,36.09,33.85,5.16,5.05,76G-FAM004988,Thaumi_prot_LH_FAM003091,N,Y,NV+NF,NV+NF,2008
NVIE_007980,NVIE_RS03895,hypothetical protein,0.39,1.12E-03,203.31,190.78,7.66,7.57,76G-FAM010190,Thaumi_prot_LH_FAM003010,N,Y,NV+NF,NV+NF,706
NVIE_018410,NVIE_RS08940,putative GCN5-related N-acetyltransferase,0.38,4.19E-04,47.42,44.76,5.56,5.48,76G-FAM009787,Thaumi_prot_LH_FAM003257,N,Y,NV,NV,1830
NVIE_014990,NVIE_RS07275,archaeal thermosome subunit,0.38,4.88E-04,73.29,69.33,6.19,6.11,76G-FAM000111_0,Thaumi_prot_LH_FAM001048,Y,N,NV+NF+NM,NV+NF+NM,1517
NVIE_1893,NVIE_RS15430,protein of unknown function,0.38,7.77E-03,143.76,135.04,7.16,7.06,#N/A,Thaumi_prot_LH_FAM003737,#N/A,#N/A,NA,NV,961
NVIE_2290,NVIE_RS10740,putative NADPH-dependent FMN reductase,0.38,1.87E-02,39.32,37.4,5.29,5.2,76G-FAM010188,Thaumi_prot_LH_FAM001626,N,Y,NV+NF,NV+NF,1955
NVIE_018040,NVIE_RS08775,exported protein of unknown function,0.38,2.76E-03,64.64,60.81,6.01,5.92,76G-FAM009793,Thaumi_prot_LH_FAM001214,N,Y,NV+NF,NV+NF,1619
NVIE_3035,NVIE_RS14215,F420-0:gamma-L-glutamate ligase,0.38,3.48E-02,21.91,20.47,4.41,4.34,76G-FAM000546_0,Thaumi_prot_LH_FAM000187,Y,N,NV+NF+NM,NV+NF+NM,2316
NVIE_007310,NVIE_RS03555,putative exported protein of unknown function with cupredoxin domain,0.38,2.96E-04,35.43,33.53,5.15,5.06,76G-FAM010154,Thaumi_prot_LH_FAM003576,N,Y,NV,NV,2015
NVIE_024080,NVIE_RS11540,ammonia monooxygenase subunit C,0.38,4.17E-04,64.79,60.96,6.01,5.93,76G-FAM007583,Thaumi_prot_LH_FAM000259,N,Y,NV+NF+NM,NV+NF+NM,1616
NVIE_007500,NVIE_RS03640,protein of unknown function,0.38,9.92E-02,9.78,9.2,3.25,3.17,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,2682
NVIE_013330,NVIE_RS06445,DUF87 domain-containing protein,0.38,2.30E-04,33.55,31.76,5.07,4.98,76G-FAM000368,Thaumi_prot_LH_FAM002691,N,N,NV+NF,NV+NF,2056
NVIE_005160,NVIE_RS02525,hypothetical protein,0.38,3.44E-03,312.54,295.69,8.28,8.2,76G-FAM010104,Thaumi_prot_LH_FAM003542,N,Y,NV,NV,471
NVIE_1897,NVIE_RS09005,conserved protein of unknown function,0.38,1.27E-02,61.48,58.01,5.93,5.85,76G-FAM035465,Thaumi_prot_LH_FAM008594,N,Y,NV,NV,1658
NVIE_029740,NVIE_RS14225,hypothetical protein,0.38,4.00E-03,90.27,85.56,6.49,6.42,76G-FAM008216,Thaumi_prot_LH_FAM000189,N,Y,NV+NM,NV+NM,1360
NVIE_2060,#N/A,protein of unknown function,0.38,4.83E-01,4.48,4.22,2.03,2.05,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2899
NVIE_016560,NVIE_RS08050,hypothetical protein,0.38,8.36E-03,125.19,118.69,6.95,6.89,76G-FAM007609,Thaumi_prot_LH_FAM003159,N,Y,NV+NF,NV,1068
NVIE_015830,NVIE_RS07690,5-carboxymethyl-2-hydroxymuconate Delta-isomerase,0.38,3.01E-03,26.12,24.74,4.7,4.63,76G-FAM000601,Thaumi_prot_LH_FAM000900,N,N,NV+NF+NM,NV+NF+NM,2212
NVIE_007870,NVIE_RS03835,hypothetical protein,0.38,1.46E-03,288.3,271.42,8.15,8.08,76G-FAM008248,Thaumi_prot_LH_FAM000115,N,Y,NV+NF+NM,NV+NF+NM,507
NVIE_029180,NVIE_RS13960,conserved protein of unknown function,0.38,1.29E-01,18.89,17.67,4.16,4.13,76G-FAM002607,Thaumi_prot_LH_FAM003120,N,N,NV,NV,2398
NVIE_2560,#N/A,protein of unknown function,0.38,6.66E-01,3,2.83,1.45,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2977
NVIE_026680,NVIE_RS12750,conserved protein of unknown function,0.38,6.84E-01,0.78,0.74,#NUM!,-0.49,76G-FAM035390,Thaumi_prot_LH_FAM008736,N,Y,NV,NV,3114
NVIE_005890,NVIE_RS02890,"DNA primase, large subunit",0.37,3.27E-04,53.45,50.74,5.74,5.66,76G-FAM000588,Thaumi_prot_LH_FAM001104,Y,N,NV+NF+NM,NV+NF+NM,1747
NVIE_028850,NVIE_RS13780,Acetyltransferase-like protein,0.37,9.85E-04,71.06,67.21,6.14,6.07,76G-FAM009936,Thaumi_prot_LH_FAM003863,N,Y,NV+NF,NV+NF,1546
NVIE_2199,NVIE_RS10310,protein of unknown function DUF217,0.37,1.32E-02,258.34,245.23,8.01,7.92,76G-FAM000377,Thaumi_prot_LH_FAM002514,N,N,NV,NV,556
NVIE_020890,NVIE_RS10035,"ABC phosphate uptake transporter, permease protein",0.37,7.98E-02,6.88,6.49,2.75,2.68,76G-FAM000597,Thaumi_prot_LH_FAM000380,N,N,NV+NF+NM,NV+NF+NM,2800
NVIE_009630,NVIE_RS04695,zinc finger C2H2 domain-containing protein,0.37,2.69E-02,24.51,23.17,4.59,4.53,76G-FAM011477,Thaumi_prot_LH_FAM002676,N,Y,NV,NV,2257
NVIE_014510,NVIE_RS07055,protein of unknown function,0.37,1.52E-03,51.3,48.57,5.68,5.6,76G-FAM004859,Thaumi_prot_LH_FAM003662,N,N,NV+NF,NV+NF,1779
NVIE_013110,NVIE_RS06355,protein of unknown function,0.37,3.36E-02,16.08,15.27,3.99,3.93,76G-FAM010280,Thaumi_prot_LH_FAM003650,N,Y,NV,NV,2476
NVIE_028570,NVIE_RS13635,exported protein of unknown function,0.37,4.28E-01,1106.54,1056.52,9.96,10.02,76G-FAM009887,Thaumi_prot_LH_FAM003078,N,Y,NV,NV,103
NVIE_021870,#N/A,putative histone deacetylase superfamily (modular protein),0.37,1.41E-02,22.61,21.53,4.48,4.42,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2299
NVIE_027650,NVIE_RS13235,putative methyltransferase type 11,0.37,8.00E-04,216.19,205.7,7.75,7.68,76G-FAM010369,Thaumi_prot_LH_FAM003231,N,Y,NV+NF,NV+NF,664
NVIE_016590,NVIE_RS08065,protein of unknown function,0.37,1.57E-01,45.02,42.42,5.37,5.4,76G-FAM010181,Thaumi_prot_LH_FAM003702,N,Y,NV,NV,1879
NVIE_008690,NVIE_RS04245,protein of unknown function,0.37,8.89E-04,201.74,191.85,7.65,7.58,76G-FAM007549,Thaumi_prot_LH_FAM002657,N,Y,NV+NF,NV+NF,711
NVIE_000520,NVIE_RS00265,hypothetical protein,0.37,2.82E-02,34.44,32.57,5.07,5.02,76G-FAM002578,Thaumi_prot_LH_FAM001193,N,N,NV,NV,2039
NVIE_028950,NVIE_RS13825,protein of unknown function,0.36,8.73E-02,23.77,22.8,4.55,4.47,76G-FAM035433,Thaumi_prot_LH_FAM008784,N,Y,NV,NV,2274
NVIE_000230,NVIE_RS00115,putative ribosome maturation protein SDO1,0.36,1.09E-05,186.52,177.4,7.54,7.47,76G-FAM000512,Thaumi_prot_LH_FAM000853,Y,N,NV+NF+NM,NV+NF+NM,763
NVIE_006540,NVIE_RS15190,exported protein of unknown function,0.36,1.36E-03,2755.96,2632.65,11.42,11.36,#N/A,Thaumi_prot_LH_FAM008475,#N/A,#N/A,NA,NV,35
NVIE_029540,NVIE_RS14130,"putative transcriptional regulator, AsnC family",0.36,3.77E-03,1766.39,1685,10.78,10.71,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,NV+NF+NM,NV+NF+NM,57
NVIE_001690,NVIE_RS00825,hypothetical protein,0.36,2.06E-01,17.28,16.44,4.09,3.97,76G-FAM010011,Thaumi_prot_LH_FAM003047,N,Y,NV,NV,2435
NVIE_014010,NVIE_RS06800,putative metal dependent phosphohydrolase with HD domain,0.36,4.81E-03,95.78,91.49,6.57,6.51,76G-FAM000585,Thaumi_prot_LH_FAM000138,N,N,NV+NF+NM,NV+NF+NM,1304
NVIE_017140,NVIE_RS08325,"ribosomal RNA large subunit, methyltransferase E",0.36,1.84E-02,173.49,166.62,7.43,7.36,76G-FAM000281,Thaumi_prot_LH_FAM000372,N,N,NV+NF+NM,NV+NF+NM,831
NVIE_013270,NVIE_RS06415,exported protein of unknown function,0.36,1.19E-01,28.58,26.93,4.78,4.73,76G-FAM035260,Thaumi_prot_LH_FAM008557,N,Y,NV,NV,2161
NVIE_017010,NVIE_RS08270,hypothetical protein,0.36,7.55E-03,315.06,300.64,8.29,8.22,76G-FAM001591_0,Thaumi_prot_LH_FAM000595,Y,N,NV+NF+NM,NV+NM,467
NVIE_027910,NVIE_RS13345,uridylate kinase,0.36,7.44E-02,270.89,260.16,8.03,8.01,76G-FAM000034,Thaumi_prot_LH_FAM000847,Y,N,NV+NF+NM,NV+NF+NM,540
NVIE_018360,NVIE_RS08915,"putative transcriptional regulator, ArsR family",0.36,2.98E-02,48.34,46.15,5.57,5.51,76G-FAM009447,Thaumi_prot_LH_FAM003253,N,Y,NV,NV,1818
NVIE_023780,NVIE_RS11385,hypothetical protein,0.36,1.83E-03,180.51,172.97,7.49,7.43,76G-FAM007559,Thaumi_prot_LH_FAM003170,N,Y,NV,NV,792
NVIE_007550,NVIE_RS03665,"Transcription regulator, TrmB",0.36,1.30E-02,244.32,233.18,7.91,7.86,76G-FAM000865,Thaumi_prot_LH_FAM000559,Y,N,NV+NF+NM,NV+NF+NM,596
NVIE_1909,NVIE_RS09065,exported protein of unknown function,0.36,1.03E-01,6.1,5.85,2.59,2.53,76G-FAM009780,Thaumi_prot_LH_FAM003738,N,Y,NV,NV,2835
NVIE_023940,NVIE_RS11460,exported protein of unknown function,0.36,2.48E-03,12.4,11.87,3.63,3.57,76G-FAM035346,Thaumi_prot_LH_FAM008678,N,Y,NV,NV,2598
NVIE_2980,NVIE_RS13950,hypothetical protein,0.36,1.43E-02,52.19,50.44,5.7,5.65,76G-FAM009946,Thaumi_prot_LH_FAM003118,N,Y,NV,NV,1771
NVIE_017860,NVIE_RS08700,protein of unknown function,0.36,1.61E-02,16.33,15.67,4.01,3.96,76G-FAM009810,Thaumi_prot_LH_FAM003722,N,Y,NV,NV,2466
NVIE_016970,NVIE_RS08250,putative small-conductance mechanosensitive ion channel,0.35,1.10E-02,7.9,7.6,2.98,2.92,76G-FAM009819,Thaumi_prot_LH_FAM001584,N,Y,NV,NV,2757
NVIE_005680,NVIE_RS02785,protein of unknown function,0.35,5.63E-03,179.94,173.84,7.49,7.43,76G-FAM008799,Thaumi_prot_LH_FAM000327,N,Y,NV,NV,797
NVIE_016580,NVIE_RS08060,conserved membrane protein of unknown function,0.35,2.02E-03,58.84,56.41,5.87,5.81,76G-FAM004916,Thaumi_prot_LH_FAM002809,N,N,NV,NV,1691
NVIE_015300,NVIE_RS07440,thiamine-monophosphate kinase,0.35,5.11E-02,32.67,31.48,5.01,4.94,76G-FAM000825,Thaumi_prot_LH_FAM000592,Y,N,NV+NF+NM,NV+NF+NM,2082
NVIE_025790,NVIE_RS12335,"CRISPR-associated exonuclease, Cas4 family",0.35,1.34E-01,15.43,14.66,3.88,3.85,76G-FAM008068,Thaumi_prot_LH_FAM003826,N,Y,NV,NV,2501
NVIE_015900,NVIE_RS07725,"putative ABC uptake transporter, substrate-binding protein/surface lipoprotein",0.35,1.00E-02,7.55,7.29,2.91,2.86,76G-FAM010158,Thaumi_prot_LH_FAM003580,N,Y,NV,NV,2771
NVIE_019590,NVIE_RS09450,hypothetical protein,0.35,5.71E-02,18.4,17.61,4.19,4.13,76G-FAM009729,Thaumi_prot_LH_FAM002556,N,Y,NV+NF,NV+NF,2407
NVIE_015590,#N/A,putative peptide methionine sulphoxide reductase,0.35,4.35E-03,396.85,383.31,8.63,8.58,#N/A,#N/A,#N/A,#N/A,NA,#N/A,377
NVIE_025460,NVIE_RS12175,protein of unknown function,0.35,4.51E-02,351.99,339.96,8.43,8.4,76G-FAM035366,Thaumi_prot_LH_FAM008707,N,Y,NV,NV,425
NVIE_009900,NVIE_RS04815,putative chemotaxis MCP methyltransferase CheR,0.35,1.55E-01,5.07,4.87,2.31,2.25,76G-FAM007973,Thaumi_prot_LH_FAM001480,N,Y,NV,NV,2870
NVIE_025000,NVIE_RS11955,protein of unknown function,0.35,2.89E-02,152.1,146.22,7.22,7.18,76G-FAM010399,Thaumi_prot_LH_FAM002986,N,Y,NV,NV,923
NVIE_0323,NVIE_RS01550,DUF650 and DUF651 domain-containing protein,0.35,3.77E-04,192.44,186.06,7.59,7.54,76G-FAM000402,Thaumi_prot_LH_FAM000288,Y,N,NV+NF+NM,NV+NF+NM,744
NVIE_006170,NVIE_RS03025,putative GTP binding protein,0.35,2.32E-02,255.08,246.86,7.98,7.93,76G-FAM000229_0,Thaumi_prot_LH_FAM000729,Y,N,NV+NF+NM,NV+NF+NM,564
NVIE_024460,NVIE_RS11725,protein of unknown function,0.35,5.34E-04,92.23,89.1,6.52,6.47,76G-FAM009542,Thaumi_prot_LH_FAM002539,N,Y,NV,NV+NF,1341
NVIE_010810,NVIE_RS05230,protein of unknown function,0.35,1.48E-01,39.27,37.76,5.2,5.24,76G-FAM035225,Thaumi_prot_LH_FAM008518,N,Y,NV,NV,1956
NVIE_014000,NVIE_RS15355,conserved protein of unknown function,0.35,1.72E-01,24.54,23.51,4.58,4.52,#N/A,Thaumi_prot_LH_FAM000137,#N/A,#N/A,NA,NV,2256
NVIE_020190,NVIE_RS09705,rieske 2Fe-2S iron-sulphur domain protein,0.35,4.42E-03,180.59,174.63,7.49,7.44,76G-FAM001504_0,Thaumi_prot_LH_FAM000737_0,Y,N,NV+NF+NM,NV+NF+NM,790
NVIE_016300,NVIE_RS07920,GCN5-related N-acetyltransferase,0.35,1.43E-01,8.97,8.71,3.13,3.09,76G-FAM035463,Thaumi_prot_LH_FAM008580,N,Y,NV,NV,2710
