Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,,,baseMean,lfcSE,stat,pvalue
NMAR_RS02360,Nmar_0442,hypothetical protein,0.42,0.082656939,38.11858965,38.24590167,5.18,5.227648833,76G-FAM007604,Thaumi_prot_LH_FAM000752,N,Y,,,,,,,,,,,,225.2030898,0.194916053,2.162822379,0.030554844
NMAR_RS02365,Nmar_0443,ferredoxin family protein,-0.08,0.642433311,255.3913465,384.2953547,7.97,8.578076254,76G-FAM007605,Thaumi_prot_LH_FAM000601,N,Y,,,,,,,,,,,,5688.140417,0.11594033,-0.69033113,0.489985975
NMAR_RS02370,Nmar_0444,glycosyltransferase,-0.08,0.542749474,65.66648736,96.28477709,5.99,6.587326521,76G-FAM001402,Thaumi_prot_LH_FAM000600,N,N,,,,,,,,,,,,3065.013666,0.095963606,-0.884749893,0.37629154
NMAR_RS02375,Nmar_0445,hypothetical protein,-0.16,0.509349101,16.67526727,26.2709376,4.02,4.661898723,76G-FAM008217,Thaumi_prot_LH_FAM001279,N,Y,,,,,,,,,,,,684.3067355,0.167704265,-0.943551764,0.345398751
NMAR_RS02380,Nmar_0446,cation:proton antiporter,-0.03,0.910634493,19.48071894,28.11449372,4.24,4.802214379,76G-FAM008218,Thaumi_prot_LH_FAM000602,N,Y,,,,,,,,,,,,595.6726022,0.156374099,-0.17494434,0.861123369
NMAR_RS02385,Nmar_0447,hypothetical protein,-0.56,0.479469185,1.556981239,3.346050164,#NUM!,1.605905972,76G-FAM008484,Thaumi_prot_LH_FAM000603,N,Y,,,,,,,,,,,,28.9131757,0.561590021,-1.005956699,0.3144364
NMAR_RS02390,Nmar_R0018,tRNA-Gly,1.18,0.092283855,5.991919323,1.824401838,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,28.41202613,0.559063098,2.108571523,0.034981583
NMAR_RS02395,Nmar_0448,hypothetical protein,0.33,0.844640762,1.983672173,1.175826458,0.73,0.087722209,76G-FAM007978,Thaumi_prot_LH_FAM001282,N,Y,,,,,,,,,,,,4.555158181,1.043678508,0.312696293,0.754511412
NMAR_RS02400,Nmar_0449,50S ribosomal protein L16,-0.15,0.480355937,66.7121747,98.68815629,6.01,6.600959201,76G-FAM000476,Thaumi_prot_LH_FAM000604,Y,N,,,,,,,,,,,,876.9111837,0.146790982,-1.002529606,0.316087875
NMAR_RS02405,Nmar_0450,tRNA-intron lyase,-0.27,0.580455956,7.07015562,10.97278366,2.62,3.405513522,76G-FAM000800,Thaumi_prot_LH_FAM000605,Y,N,,,,,,,,,,,,90.14711787,0.333114598,-0.814112494,0.415580509
NMAR_RS02410,Nmar_0451,DNA repair helicase,-0.2,0.568588209,9.669026264,16.79899236,3.11,4.060181511,76G-FAM008219,Thaumi_prot_LH_FAM000606,N,Y,,,,,,,,,,,,173.4287364,0.241883054,-0.837233974,0.402461064
NMAR_RS02415,Nmar_0452,response regulator,-0.79,0.006303016,18.72247522,41.74416275,4.06,5.352042445,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,,,,,,,,,,,203.8586524,0.246807871,-3.2123953,0.001316331
NMAR_RS02420,Nmar_0453,hypothetical protein,-0.48,0.113394817,11.3250728,22.92595061,3.43,4.494746195,76G-FAM028431,Thaumi_prot_LH_FAM006545,N,Y,,,,,,,,,,,,193.6560768,0.238395689,-2.000499171,0.045446389
NMAR_RS02425,Nmar_0454,hypothetical protein,0.15,0.762707646,16.12832691,17.04584251,3.95,4.039145103,76G-FAM028432,Thaumi_prot_LH_FAM006546,N,Y,,,,,,,,,,,,83.75545869,0.319278916,0.470615925,0.637915033
NMAR_RS02430,Nmar_0455,hypothetical protein,3.05,1.19E-99,231.2736438,40.59772733,7.77,5.320695001,76G-FAM008891,Thaumi_prot_LH_FAM000229,N,Y,,,,,,,,,,,,1649.246597,0.141864105,21.46905812,3.03E-102
NMAR_RS02435,Nmar_0456,hypothetical protein,6.04,3.46E-194,226.6437984,6.04676063,7.79,2.544609907,76G-FAM028433,Thaumi_prot_LH_FAM006547,N,Y,,,,,,,,,,,,19987.83358,0.201431644,29.98057457,1.76E-197
NMAR_RS02440,Nmar_0457,hypothetical protein,-0.62,0.000247362,135.9722253,242.1544814,7,7.90506616,76G-FAM028434,Thaumi_prot_LH_FAM006548,N,Y,,,,,,,,,,,,1057.595853,0.148225879,-4.153062042,3.28E-05
NMAR_RS02445,Nmar_0458,hypothetical protein,1.89,9.34E-16,79.42937667,31.0489963,6.27,4.929874688,76G-FAM008892,Thaumi_prot_LH_FAM000159,N,Y,,,,,,,,,,,,577.6671193,0.223858852,8.437979046,3.23E-17
NMAR_RS02450,Nmar_0459,hypothetical protein,4.11,2.57E-25,26171.51797,2135.287802,14.63,10.95385725,76G-FAM008891,Thaumi_prot_LH_FAM000229,N,Y,,,,,,,,,,,,181506.9886,0.382167313,10.75093861,5.87E-27
NMAR_RS02455,Nmar_0460,CHASE3 domain-containing protein,1.67,6.33E-25,19.55367266,9.946983468,4.23,3.288876278,76G-FAM028435,Thaumi_prot_LH_FAM006549,N,Y,,,,,,,,,,,,453.9955579,0.156279563,10.66328986,1.51E-26
NMAR_RS02460,0,hypothetical protein,-1.57,0.115578003,4.851082181,12.11783322,#NUM!,3.479079407,#N/A,Thaumi_prot_LH_FAM001878,#N/A,#N/A,,,,,,,,,,,,79.87776105,0.78668687,-1.989640457,0.046630556
NMAR_RS02465,0,hypothetical protein,-3.7,4.52E-52,10.78851251,205.8625677,3.3,7.626396441,#N/A,Thaumi_prot_LH_FAM001878,#N/A,#N/A,,,,,,,,,,,,448.9581643,0.239082639,-15.48191125,4.60E-54
NMAR_RS02470,Nmar_0461,hypothetical protein,-1.54,7.09E-19,19.66520732,82.13416397,4.09,6.338305346,76G-FAM008614,Thaumi_prot_LH_FAM001879,N,Y,,,,,,,,,,,,385.6320447,0.166115096,-9.255806163,2.13E-20
NMAR_RS02475,Nmar_0462,HEAT repeat domain-containing protein,-2.96,1.26E-38,26.30836003,272.5786767,4.51,8.055202534,76G-FAM008612,Thaumi_prot_LH_FAM001880,N,Y,,,,,,,,,,,,1649.753002,0.221963925,-13.31659266,1.85E-40
NMAR_RS02480,Nmar_0463,DMT family transporter,-2.74,2.62E-25,6.352626559,53.53802659,2.51,5.680209723,76G-FAM008532,Thaumi_prot_LH_FAM001364,N,Y,,,,,,,,,,,,451.020264,0.255385013,-10.74709852,6.12E-27
NMAR_RS02485,Nmar_0464,hypothetical protein,-1.37,1.05E-24,119.3976541,436.6909846,6.84,8.752245739,76G-FAM008611,Thaumi_prot_LH_FAM001464,N,Y,,,,,,,,,,,,2987.266505,0.129022947,-10.61212556,2.62E-26
NMAR_RS02490,Nmar_0465,response regulator,-2.43,6.71E-36,35.23047059,260.9669153,5,8.010770694,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,,,,,,,,,,,1028.450549,0.18927502,-12.82919177,1.13E-37
NMAR_RS02495,Nmar_R0019,tRNA-Glu,2.04,0.001115038,17.36944492,4.09393139,2.91,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,42.88360454,0.545028084,3.74216712,0.00018244
NMAR_RS02500,Nmar_0466,hypothetical protein,-0.02,0.930560746,18.64304038,25.44878969,4.21,4.668053836,76G-FAM008220,Thaumi_prot_LH_FAM000609,N,Y,,,,,,,,,,,,355.0630748,0.179424296,-0.137239248,0.890841689
NMAR_RS09665,0,hypothetical protein,0.35,0.197650643,559.5429293,696.3350342,9.09,9.350530281,#N/A,Thaumi_prot_LH_FAM001881,#N/A,#N/A,,,,,,,,,,,,2206.091136,0.206515421,1.681329375,0.092698955
NMAR_RS02505,0,hypothetical protein,0.88,6.72E-05,41.67954458,34.99314525,5.3,5.117290095,#N/A,Thaumi_prot_LH_FAM001285,#N/A,#N/A,,,,,,,,,,,,326.9309349,0.196218988,4.467219218,7.92E-06
NMAR_RS02510,Nmar_0467,peptidase,0.48,0.011642813,252.2504882,253.5319911,7.93,7.968205915,76G-FAM008222,Thaumi_prot_LH_FAM000610,N,Y,,,,,,,,,,,,6937.104393,0.158933234,2.994276011,0.00275097
NMAR_RS02515,Nmar_0468,tetratricopeptide repeat protein,0.58,0.105034753,28.96701488,29.1621992,4.65,4.861029568,76G-FAM008223,Thaumi_prot_LH_FAM001882,N,Y,,,,,,,,,,,,232.0761013,0.286099174,2.042561004,0.041095915
NMAR_RS02520,Nmar_0469,hypothetical protein,-0.27,0.673653609,5.616597101,4.137978822,2.08,1.838207954,76G-FAM007416,Thaumi_prot_LH_FAM001288,Y,Y,,,,,,,,,,,,44.81894586,0.424729068,-0.634463428,0.525778427
NMAR_RS02525,Nmar_0470,hypothetical protein,0.38,0.144272874,20.30310979,21.81612474,4.25,4.407703837,76G-FAM007916,Thaumi_prot_LH_FAM000611,Y,Y,,,,,,,,,,,,243.7221346,0.206028719,1.865679148,0.062086269
NMAR_RS02530,Nmar_0471,beta-propeller domain-containing protein,0.36,0.003612543,55.54293348,61.76923369,5.76,5.941762731,76G-FAM005116,Thaumi_prot_LH_FAM001883,N,Y,,,,,,,,,,,,2451.125871,0.105131728,3.395635657,0.000684694
NMAR_RS02535,Nmar_0472,winged helix-turn-helix domain-containing protein,0.02,0.970690342,14.46242401,19.47479751,3.62,4.276993493,76G-FAM008571,Thaumi_prot_LH_FAM001884,N,Y,,,,,,,,,,,,226.8591085,0.265625923,0.059022972,0.952933811
NMAR_RS02540,Nmar_0473,nitroreductase/quinone reductase family protein,-1.04,0.150986948,1.522882042,3.332633269,#NUM!,1.706509426,76G-FAM007606,Thaumi_prot_LH_FAM000612,N,Y,,,,,,,,,,,,24.14995491,0.566137673,-1.838038111,0.06605679
NMAR_RS02545,Nmar_0474,PRC-barrel domain-containing protein,-1.07,6.15E-11,302.1313749,896.1656052,8.22,9.789682079,76G-FAM008718,Thaumi_prot_LH_FAM000613,N,Y,,,,,,,,,,,,5032.517174,0.154003926,-6.966561094,3.25E-12
NMAR_RS02550,Nmar_0475,ATP-binding cassette domain-containing protein,0.7,0.001531489,10.64766561,9.542207264,3.34,3.243526134,76G-FAM000031_3,Thaumi_prot_LH_FAM001126,Y,N,,,,,,,,,,,,191.1763962,0.193169024,3.648468411,0.000263808
NMAR_RS02555,Nmar_0476,ABC transporter permease,1.04,0.000641659,15.28014376,12.32560312,3.91,3.562135417,76G-FAM000759,Thaumi_prot_LH_FAM001292,N,N,,,,,,,,,,,,187.0564475,0.267243373,3.894223336,9.85E-05
NMAR_RS02560,Nmar_0477,hypothetical protein,-0.61,0.000167824,119.5063789,261.7775264,6.87,8.02465606,76G-FAM008717,Thaumi_prot_LH_FAM001885,N,Y,,,,,,,,,,,,5599.020963,0.143524606,-4.252406765,2.11E-05
NMAR_RS02565,Nmar_0478,hypothetical protein,1.29,3.80E-15,183.0593938,105.5341891,7.47,6.704729245,76G-FAM008716,Thaumi_prot_LH_FAM001886,N,Y,,,,,,,,,,,,4468.020162,0.155556945,8.265663472,1.39E-16
NMAR_RS02570,Nmar_0479,phosphate ABC transporter substrate-binding protein PstS,1.42,9.79E-25,589.2575967,315.3371968,9.17,8.281690515,76G-FAM000599,Thaumi_prot_LH_FAM000377,N,N,,,,,,,,,,,,10958.18578,0.134068761,10.6206487,2.39E-26
NMAR_RS02575,Nmar_0480,hypothetical protein,-0.77,0.713089158,1.176610457,0.448148226,#NUM!,#NUM!,76G-FAM008893,Thaumi_prot_LH_FAM006550,N,Y,,,,,,,,,,,,7.208971469,1.383094226,-0.559055472,0.576123862
NMAR_RS02580,Nmar_0481,phosphate ABC transporter permease subunit PstC,1.39,5.48E-14,250.6978227,135.6853522,7.93,7.045450671,76G-FAM000598,Thaumi_prot_LH_FAM000379,N,N,,,,,,,,,,,,3664.017804,0.175655056,7.932764404,2.14E-15
NMAR_RS02585,Nmar_0482,phosphate ABC transporter permease PstA,0.79,1.83E-06,28.96695641,23.76955258,4.81,4.551865423,76G-FAM000597,Thaumi_prot_LH_FAM000380,N,N,,,,,,,,,,,,444.3172827,0.150480708,5.245084889,1.56E-07
NMAR_RS02590,Nmar_0483,phosphate ABC transporter ATP-binding protein PstB,-0.06,0.803794628,22.58745875,34.22015607,4.46,5.092694602,76G-FAM000031_0,Thaumi_prot_LH_FAM000381,Y,N,,,,,,,,,,,,448.9858713,0.159614575,-0.390585,0.696104015
NMAR_RS02595,Nmar_0484,PhoU domain-containing protein,0.12,0.714758198,11.67856539,15.39569238,3.46,3.937660807,76G-FAM000596,Thaumi_prot_LH_FAM000744,N,N,,,,,,,,,,,,169.8107542,0.209886862,0.556017773,0.578198705
NMAR_RS02600,Nmar_0485,sodium-dependent bicarbonate transport family permease,-0.06,0.867585404,10.95357306,13.1871794,3.34,3.705894134,76G-FAM008224,Thaumi_prot_LH_FAM001264,N,Y,,,,,,,,,,,,193.8798659,0.208719218,-0.273194967,0.784703348
NMAR_RS02605,Nmar_0486,DUF3240 family protein,0.93,0.208695308,7.966460485,5.577234315,2.58,2.210004565,76G-FAM008225,Thaumi_prot_LH_FAM001265,N,Y,,,,,,,,,,,,40.83924612,0.56426168,1.647946896,0.099363569
NMAR_RS02610,Nmar_0487,metalloregulator ArsR/SmtB family transcription factor,1.57,0.015931146,8.001396967,4.309902928,2.87,1.946955239,76G-FAM008226,Thaumi_prot_LH_FAM001887,N,Y,,,,,,,,,,,,39.63863708,0.545148832,2.876967699,0.004015167
NMAR_RS02615,Nmar_0488,arsenate reductase ArsC,1.97,1.38E-08,12.05328144,4.324957425,3.54,2.0753085,76G-FAM002077,Thaumi_prot_LH_FAM001268,N,N,,,,,,,,,,,,62.82859248,0.322084512,6.120811334,9.31E-10
NMAR_RS02620,Nmar_0489,aquaporin,0.95,0.114097233,3.949602086,3.761603706,1.88,1.835178055,76G-FAM002976,Thaumi_prot_LH_FAM000111,N,N,,,,,,,,,,,,38.60064687,0.47483742,1.996666136,0.045861463
NMAR_RS02625,Nmar_0490,"glutamate-1-semialdehyde 2,1-aminomutase",0.17,0.428162303,23.08398206,28.31505666,4.44,4.812751369,76G-FAM000269_0,Thaumi_prot_LH_FAM000622,Y,N,,,,,,,,,,,,599.9092317,0.155401328,1.109287568,0.267306147
NMAR_RS02630,Nmar_0491,hydroxymethylbilane synthase,-0.17,0.586719045,10.73907814,17.08890256,3.39,4.066582583,76G-FAM001988,Thaumi_prot_LH_FAM000742,N,N,,,,,,,,,,,,236.4335045,0.218318398,-0.797548057,0.425132804
NMAR_RS02635,Nmar_0492,uroporphyrinogen-III C-methyltransferase,0.12,0.770000111,23.49560533,33.98390463,4.51,5.07413322,76G-FAM001987,Thaumi_prot_LH_FAM000741,Y,N,,,,,,,,,,,,422.5212038,0.253438944,0.454468077,0.649491963
NMAR_RS02640,Nmar_0493,uroporphyrinogen-III synthase,0.02,0.93784503,18.60968148,25.73666707,4.15,4.639931393,76G-FAM008227,Thaumi_prot_LH_FAM000740,N,Y,,,,,,,,,,,,345.313852,0.204427152,0.121198734,0.903533627
NMAR_RS02645,Nmar_0494,hypothetical protein,-1.16,0.266957714,3.904829918,11.86110637,#NUM!,3.334739996,76G-FAM028436,Thaumi_prot_LH_FAM006551,N,Y,,,,,,,,,,,,26.11026124,0.778546006,-1.487034355,0.137005737
NMAR_RS02650,Nmar_0495,Fe-S cluster assembly protein SufB,0.78,1.37E-12,535.8913074,441.7955308,9.02,8.779180401,76G-FAM001027,Thaumi_prot_LH_FAM000739,N,N,,,,,,,,,,,,13119.28396,0.103642848,7.506558992,6.07E-14
NMAR_RS02655,Nmar_0496,Fe-S cluster assembly protein SufD,0.39,0.027178035,89.32701492,92.75579391,6.4,6.508173467,76G-FAM001513,Thaumi_prot_LH_FAM000738,N,N,,,,,,,,,,,,2234.758414,0.147597249,2.667107158,0.007650727
NMAR_RS02660,Nmar_0497,cysteine desulfurase,0.35,0.012184951,77.92397415,86.28626139,6.24,6.42075179,76G-FAM000890_0,Thaumi_prot_LH_FAM000736,Y,N,,,,,,,,,,,,1942.264257,0.116540912,2.976434329,0.002916215
NMAR_RS02665,Nmar_0498,iron-sulfur cluster assembly scaffold protein,0.2,0.41264232,45.08734407,58.36421081,5.47,5.836886068,76G-FAM000889,Thaumi_prot_LH_FAM000735,Y,N,,,,,,,,,,,,429.6518962,0.170468235,1.143913407,0.25265955
NMAR_RS02670,Nmar_0499,hypothetical protein,1.05,0.000259341,26.65478783,14.02599853,4.58,3.80586898,76G-FAM008229,Thaumi_prot_LH_FAM000734,N,Y,,,,,,,,,,,,154.2088839,0.253962157,4.13787844,3.51E-05
NMAR_RS02675,Nmar_0500,phosphoglycerate kinase,0,0.997219017,14.97954248,19.43391296,3.81,4.263787952,76G-FAM000804,Thaumi_prot_LH_FAM000733,Y,N,,,,,,,,,,,,385.8592417,0.184661998,-0.00532815,0.995748772
NMAR_RS02680,Nmar_0501,phosphatase PAP2 family protein,-0.27,0.343472988,13.60857139,20.22572541,3.69,4.320665993,76G-FAM003258,Thaumi_prot_LH_FAM000764,Y,N,,,,,,,,,,,,184.636191,0.206135087,-1.304738658,0.191981853
NMAR_RS02685,Nmar_0502,hypothetical protein,-0.07,0.900857428,5.562633618,8.617721345,2.38,3.04940481,76G-FAM007639,Thaumi_prot_LH_FAM000765,N,Y,,,,,,,,,,,,60.49972718,0.361117108,-0.198682222,0.842511332
NMAR_RS02690,Nmar_0503,ATPase V,-0.92,0.000935189,33.25456074,93.68638684,4.97,6.507261424,76G-FAM008230,Thaumi_prot_LH_FAM001293,N,Y,,,,,,,,,,,,1133.373271,0.243332833,-3.790015983,0.000150638
NMAR_RS02695,Nmar_0504,hypothetical protein,0.81,0.013257343,11.13459624,9.386119026,3.39,3.194712536,76G-FAM008714,Thaumi_prot_LH_FAM000766,N,Y,,,,,,,,,,,,126.4162766,0.273539825,2.947860331,0.003199816
NMAR_RS02700,Nmar_0505,DNA-binding protein,0.15,0.441098807,310.8573824,424.4552774,8.26,8.717755115,76G-FAM000406,Thaumi_prot_LH_FAM000767,Y,N,,,,,,,,,,,,2887.987974,0.140379201,1.083468519,0.278600517
NMAR_RS02705,Nmar_R0020,tRNA-Leu,0.68,0.115767969,71.161789,30.21627933,5.96,4.827073421,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,79.40054489,0.343130047,1.988413072,0.046766024
NMAR_RS09990,0,hypothetical protein,0.17,0.592018636,141.5022541,154.8666599,7.14,7.213644261,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,762.8693416,0.211456675,0.789405024,0.429875321
NMAR_RS02710,Nmar_0506,hypothetical protein,0.18,0.77004382,6.69721215,7.762848421,2.38,2.937291273,76G-FAM008232,Thaumi_prot_LH_FAM000768,N,Y,,,,,,,,,,,,76.94807128,0.39397639,0.453873171,0.649920115
NMAR_RS02715,Nmar_0507,HD domain-containing protein,-0.33,0.499763492,2.535244801,5.32550698,1.33,2.398100293,76G-FAM006506,Thaumi_prot_LH_FAM001298,N,Y,,,,,,,,,,,,46.2089458,0.342213106,-0.964184816,0.334953275
NMAR_RS02720,Nmar_0508,hypothetical protein,-0.98,0.220248519,1.68768481,4.534445462,#NUM!,1.922248236,76G-FAM007954,Thaumi_prot_LH_FAM000769,Y,Y,,,,,,,,,,,,21.31291259,0.608467525,-1.613412599,0.106654898
NMAR_RS02725,Nmar_0509,porphobilinogen synthase,-0.48,0.001767109,38.07336169,75.55296082,5.22,6.232354894,76G-FAM001989,Thaumi_prot_LH_FAM000770,Y,N,,,,,,,,,,,,1037.767521,0.132742308,-3.608487856,0.000307987
NMAR_RS02730,Nmar_0510,glutamyl-tRNA reductase,-0.57,0.097413996,6.844637158,14.13180157,2.69,3.790562904,76G-FAM004905,Thaumi_prot_LH_FAM000771,Y,N,,,,,,,,,,,,233.8018136,0.271805957,-2.081138507,0.03742123
NMAR_RS02735,Nmar_0511,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase,-0.64,0.228289466,5.326313581,11.21768385,2.11,3.31796685,76G-FAM003631,Thaumi_prot_LH_FAM000772,N,N,,,,,,,,,,,,97.87114991,0.400381548,-1.590559622,0.111708718
NMAR_RS02740,Nmar_0512,Lrp/AsnC family transcriptional regulator,0.41,0.012772631,58.11931884,62.6222408,5.81,5.966188924,76G-FAM007548,Thaumi_prot_LH_FAM000699,Y,Y,,,,,,,,,,,,1134.078488,0.13757568,2.960656139,0.003069845
NMAR_RS02745,Nmar_0513,hypothetical protein,-0.13,0.889226164,3.381894212,5.281800548,1.55,2.216762364,76G-FAM008233,Thaumi_prot_LH_FAM001889,N,Y,,,,,,,,,,,,34.4376934,0.596743173,-0.224519025,0.822353465
NMAR_RS02750,Nmar_0514,aldo/keto reductase,-0.54,0.006156849,20.9360091,43.26138823,4.35,5.411130837,76G-FAM005738,Thaumi_prot_LH_FAM000700,N,Y,,,,,,,,,,,,579.9414101,0.166904785,-3.221932476,0.001273291
NMAR_RS02755,Nmar_0515,chlorite dismutase family protein,-0.34,0.33737021,7.585665063,13.96814313,2.8,3.784562273,76G-FAM003636,Thaumi_prot_LH_FAM000780,N,N,,,,,,,,,,,,133.5493898,0.259310394,-1.321477547,0.186342184
NMAR_RS02760,Nmar_0516,Fe-S cluster assembly ATPase SufC,0.17,0.350190871,119.3592822,148.363014,6.85,7.186680242,76G-FAM000031_2,Thaumi_prot_LH_FAM000778,N,N,,,,,,,,,,,,1892.238897,0.133101297,1.29019672,0.196982365
NMAR_RS02765,Nmar_0517,TFIIB-type zinc ribbon-containing protein,-0.04,0.833372443,1203.007455,1747.296098,10.2,10.77002542,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,,,,,,,,,,,26364.17946,0.119131572,-0.336624831,0.736399735
NMAR_RS02770,Nmar_0518,Gar1/Naf1 family protein,0.33,0.042328255,920.09949,1021.441932,9.79,9.977057072,76G-FAM000278,Thaumi_prot_LH_FAM000777,Y,N,,,,,,,,,,,,4615.740116,0.132444074,2.472374214,0.013421894
NMAR_RS02775,Nmar_0519,signal recognition particle subunit SRP19/SEC65 family protein,0.14,0.758010257,17.76373013,23.1684298,4.01,4.463222256,76G-FAM000277,Thaumi_prot_LH_FAM000776,Y,N,,,,,,,,,,,,113.6975409,0.288983402,0.47828756,0.632445549
NMAR_RS02780,Nmar_0520,30S ribosomal protein S8e,-0.7,0.208728945,7.388086756,16.93963414,2.62,3.836736132,76G-FAM000276,Thaumi_prot_LH_FAM000775,Y,N,,,,,,,,,,,,81.53532611,0.426115966,-1.646836257,0.099591707
NMAR_RS02785,Nmar_0521,SMC-Scp complex subunit ScpB,-0.75,0.000569261,25.27666007,60.52348228,4.56,5.870162104,76G-FAM000275,Thaumi_prot_LH_FAM000774,Y,N,,,,,,,,,,,,444.9959855,0.189939545,-3.928911288,8.53E-05
NMAR_RS02790,Nmar_0522,chromosome segregation protein ScpA,-0.59,0.04385323,11.67710378,24.43305126,3.42,4.582574551,76G-FAM007636,Thaumi_prot_LH_FAM000773,Y,Y,,,,,,,,,,,,227.611549,0.240048983,-2.457337869,0.013997098
NMAR_RS02795,Nmar_0523,alcohol dehydrogenase,0.04,0.768560354,103.833499,142.1384788,6.66,7.146849233,76G-FAM000733_0,Thaumi_prot_LH_FAM000338,Y,N,,,,,,,,,,,,2408.601945,0.097708773,0.457786343,0.647105948
NMAR_RS02800,Nmar_0524,menaquinone biosynthesis protein,-0.07,0.916374693,3.129141742,3.646692455,1.37,1.848970477,76G-FAM028437,Thaumi_prot_LH_FAM006552,N,Y,,,,,,,,,,,,40.25862931,0.446398978,-0.162552757,0.870870587
NMAR_RS02805,Nmar_0525,YkgJ family cysteine cluster protein,0.49,0.315179409,6.29284638,7.11076102,2.57,2.740111744,76G-FAM008713,Thaumi_prot_LH_FAM001754,N,Y,,,,,,,,,,,,68.45645478,0.360377134,1.370400143,0.170562028
NMAR_RS02810,Nmar_0526,translation initiation factor eIF-1A,-0.32,0.317562483,37.74746228,62.93250652,5.12,5.926837061,76G-FAM000703,Thaumi_prot_LH_FAM000421,Y,N,,,,,,,,,,,,291.3506068,0.236075577,-1.364223924,0.172497101
NMAR_RS02815,Nmar_0527,cold-shock protein,-0.17,0.653697971,60.71356833,96.18896476,5.84,6.502422221,76G-FAM008235,Thaumi_prot_LH_FAM000331,N,Y,,,,,,,,,,,,272.4053981,0.249004783,-0.668378234,0.503892186
NMAR_RS02820,0,tRNA-Tyr,0.31,0.474204217,99.75540142,110.2399335,6.61,6.628571421,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,236.2889208,0.301670245,1.015998094,0.309630294
NMAR_RS02825,Nmar_0528,hypothetical protein,-0.74,0.06836481,8.54866007,21.38026385,2.96,4.403825859,76G-FAM007899,Thaumi_prot_LH_FAM000626,N,Y,,,,,,,,,,,,175.365952,0.330702797,-2.251537893,0.02435149
NMAR_RS02830,Nmar_0529,translation initiation factor IF-5A,-0.26,0.219643783,213.503795,365.3829347,7.68,8.50534984,76G-FAM000757,Thaumi_prot_LH_FAM000274,N,N,,,,,,,,,,,,2256.130395,0.160572151,-1.615278267,0.106250448
NMAR_RS02835,Nmar_0530,diphthine--ammonia ligase,0.23,0.43922758,10.25597104,11.81430365,3.3,3.534042089,76G-FAM000760,Thaumi_prot_LH_FAM000275,N,N,,,,,,,,,,,,134.1980778,0.215480052,1.089150109,0.276087696
NMAR_RS02840,Nmar_0531,signal recognition particle receptor subunit alpha,-0.49,0.00105181,26.07027378,51.22405655,4.65,5.663635649,76G-FAM000500,Thaumi_prot_LH_FAM000276,Y,N,,,,,,,,,,,,932.8339705,0.131506008,-3.759149986,0.000170492
NMAR_RS02845,Nmar_0532,tRNA pseudouridine(54/55) synthase Pus10,-0.63,0.233909702,1.213662919,2.644612701,0.22,1.38751017,76G-FAM002990,Thaumi_prot_LH_FAM000277,N,N,,,,,,,,,,,,39.52187587,0.40037064,-1.57087339,0.116212061
NMAR_RS02850,Nmar_0533,hypothetical protein,-0.42,0.048590002,21.71684241,42.5249814,4.42,5.379992983,76G-FAM002534,Thaumi_prot_LH_FAM000278,N,N,,,,,,,,,,,,417.674421,0.173630158,-2.407248764,0.016073217
NMAR_RS02855,Nmar_0534,30S ribosomal protein S27ae,0.39,0.519566931,17.6925603,18.65509856,4.06,3.906170727,76G-FAM000792,Thaumi_prot_LH_FAM000279,Y,N,,,,,,,,,,,,83.55463154,0.42007488,0.922733248,0.356146235
NMAR_RS02860,Nmar_0535,hypothetical protein,-0.08,0.732811502,54.66005837,84.24018915,5.75,6.382993637,76G-FAM003187,Thaumi_prot_LH_FAM000280,N,N,,,,,,,,,,,,551.1434514,0.148449393,-0.529402253,0.596526436
NMAR_RS02865,Nmar_0536,DUF309 domain-containing protein,0.35,0.237166581,30.76250693,31.12138395,4.93,4.910372733,76G-FAM001469,Thaumi_prot_LH_FAM000281,N,N,,,,,,,,,,,,407.4644022,0.227397494,1.559727404,0.118824313
NMAR_RS02870,Nmar_0537,alkaline phosphatase family protein,-0.02,0.942130154,13.41963525,17.73442461,3.66,4.140588015,76G-FAM000768,Thaumi_prot_LH_FAM000282,Y,N,,,,,,,,,,,,426.1386211,0.171317374,-0.110553404,0.911970499
NMAR_RS02875,Nmar_0538,HIT domain-containing protein,0.4,0.030703991,56.62355663,60.58447803,5.8,5.910182575,76G-FAM002338,Thaumi_prot_LH_FAM000283,N,N,,,,,,,,,,,,1137.52911,0.153789564,2.6155447,0.008908526
